,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
3303,Cezary Trybanski,NYK,24.0,218.44,108.86208,None,Poland,Undrafted,Undrafted,Undrafted,7,0.1,0.1,0.0,-53.8,0.0,0.125,0.258,0.102,0.0,2003-04
3304,Casey Jacobsen,PHX,23.0,198.12,97.52228000000001,Stanford,USA,2002,1,22,78,6.0,2.6,1.3,-3.1,0.026000000000000002,0.099,0.11800000000000001,0.57,0.084,2003-04
3305,Caron Butler,MIA,24.0,200.66,98.429464,Connecticut,USA,2002,1,10,68,9.2,4.8,1.9,1.9,0.052000000000000005,0.138,0.185,0.44,0.106,2003-04
3306,Carmelo Anthony,DEN,20.0,203.2,99.79024,Syracuse,USA,2003,1,3,82,21.0,6.1,2.8,0.6,0.069,0.122,0.28300000000000003,0.509,0.134,2003-04
3307,Carlos Boozer,CLE,22.0,205.74,117.02673600000001,Duke,USA,2002,2,34,75,15.5,11.4,2.0,0.5,0.099,0.268,0.198,0.5670000000000001,0.098,2003-04
3308,Carlos Arroyo,UTA,24.0,187.96,91.625584,Florida International,Puerto Rico,Undrafted,Undrafted,Undrafted,71,12.6,2.6,5.0,-1.4,0.025,0.091,0.23600000000000002,0.517,0.32899999999999996,2003-04
3309,Calvin Booth,SEA,28.0,210.82,104.779752,Penn State,USA,1999,2,35,71,4.9,3.9,0.4,-2.6,0.081,0.17800000000000002,0.14400000000000002,0.521,0.037000000000000005,2003-04
3310,Calbert Cheaney,GSW,32.0,200.66,98.429464,Indiana,USA,1993,1,6,79,7.6,3.3,1.7,1.1,0.043,0.10300000000000001,0.158,0.493,0.11199999999999999,2003-04
3311,Clar. Weatherspoon,HOU,33.0,200.66,122.46983999999999,Southern Mississippi,USA,1992,1,9,52,5.0,3.9,0.6,-5.0,0.10400000000000001,0.175,0.152,0.5379999999999999,0.063,2003-04
3312,Clifford Robinson,GSW,37.0,208.28,108.86208,Connecticut,USA,1989,2,36,82,11.8,3.9,3.3,-2.0,0.021,0.106,0.19399999999999998,0.473,0.16,2003-04
3313,Corey Maggette,LAC,24.0,198.12,103.418976,Duke,USA,1999,1,13,73,20.7,5.9,3.1,-4.3,0.040999999999999995,0.146,0.251,0.586,0.154,2003-04
3314,Corie Blount,TOR,35.0,208.28,109.769264,Cincinnati,USA,1993,1,25,62,4.0,4.4,0.9,-0.3,0.107,0.18899999999999997,0.136,0.462,0.084,2003-04
3315,DeSagana Diop,CLE,22.0,213.36,136.0776,None,Senegal,2001,1,8,56,2.3,3.6,0.6,-4.3,0.10800000000000001,0.192,0.11800000000000001,0.40399999999999997,0.078,2003-04
3316,David West,NOH,23.0,205.74,108.86208,Xavier,USA,2003,1,18,71,3.8,4.2,0.8,-5.1,0.135,0.242,0.151,0.519,0.12,2003-04
3317,David Wesley,NOH,33.0,185.42,92.079176,Baylor,USA,Undrafted,Undrafted,Undrafted,61,14.0,2.2,2.9,-1.4,0.015,0.062,0.222,0.483,0.159,2003-04
3318,Darvin Ham,DET,30.0,200.66,108.86208,Texas Tech,USA,Undrafted,Undrafted,Undrafted,54,1.8,1.7,0.3,2.5,0.115,0.111,0.121,0.531,0.062,2003-04
3319,Darrick Martin,MIN,33.0,180.34,77.11064,UCLA,USA,Undrafted,Undrafted,Undrafted,16,3.4,0.4,1.4,5.2,0.013000000000000001,0.032,0.205,0.38799999999999996,0.258,2003-04
3320,Darrell Armstrong,NOH,36.0,185.42,81.64656,Fayetteville State,USA,Undrafted,Undrafted,Undrafted,79,10.6,2.9,3.9,1.6,0.031,0.086,0.191,0.525,0.244,2003-04
3321,Darko Milicic,DET,19.0,213.36,111.13004,None,Serbia,2003,1,2,34,1.4,1.3,0.2,-12.6,0.08,0.212,0.271,0.318,0.095,2003-04
3322,Darius Songaila,SAC,26.0,205.74,112.490816,Wake Forest,Lithuania,2002,2,49,73,4.6,3.1,0.7,7.0,0.107,0.156,0.16399999999999998,0.541,0.077,2003-04
3323,Darius Miles,POR,22.0,205.74,95.25432,None,USA,2000,1,3,79,10.9,4.5,2.1,-2.8,0.064,0.129,0.21899999999999997,0.514,0.142,2003-04
3324,Danny Fortson,DAL,28.0,203.2,117.93392,Cincinnati,USA,1997,1,10,56,3.9,4.5,0.2,6.2,0.19699999999999998,0.254,0.15,0.605,0.02,2003-04
3325,Daniel Santiago,MIL,28.0,215.9,117.93392,Saint Vincent,Puerto Rico,Undrafted,Undrafted,Undrafted,54,4.0,2.4,0.4,2.9,0.055999999999999994,0.156,0.153,0.536,0.052000000000000005,2003-04
3326,Bryon Russell,LAL,33.0,200.66,102.0582,Long Beach State,USA,1993,2,45,72,4.0,2.0,1.0,1.2,0.038,0.14400000000000002,0.149,0.53,0.122,2003-04
3327,Dana Barros,BOS,37.0,180.34,74.84268,Boston College,USA,1989,1,16,1,6.0,0.0,0.0,-58.2,0.0,0.0,0.146,0.773,0.0,2003-04
3328,Dan Gadzuric,MIL,26.0,210.82,108.86208,UCLA,Netherlands,2002,2,33,75,5.7,4.6,0.4,2.1,0.11599999999999999,0.205,0.16,0.529,0.037000000000000005,2003-04
3329,Dan Dickau,POR,25.0,182.88,86.18248,Gonzaga,USA,2002,1,28,43,2.2,0.6,0.9,-5.6,0.026000000000000002,0.075,0.198,0.456,0.226,2003-04
3330,Damone Brown,NJN,25.0,203.2,91.625584,Syracuse,USA,2001,2,36,3,1.0,1.7,0.0,-90.2,0.14300000000000002,0.16699999999999998,0.325,0.138,0.0,2003-04
3331,Damon Stoudamire,POR,30.0,177.8,77.56423199999999,Arizona,USA,1995,1,7,82,13.4,3.8,6.1,-2.6,0.02,0.09699999999999999,0.192,0.508,0.268,2003-04
3332,Damon Jones,MIL,27.0,190.5,83.91452,Houston,USA,Undrafted,Undrafted,Undrafted,82,7.0,2.1,5.8,0.1,0.009000000000000001,0.087,0.147,0.516,0.363,2003-04
3333,Dale Davis,POR,35.0,210.82,114.30518400000001,Clemson,USA,1991,1,13,76,4.4,5.2,0.9,-4.9,0.11,0.171,0.10300000000000001,0.505,0.067,2003-04
3334,Dajuan Wagner,CLE,21.0,187.96,90.7184,Memphis,USA,2002,1,6,44,6.5,1.3,1.2,-7.9,0.013000000000000001,0.077,0.23199999999999998,0.439,0.131,2003-04
3335,Dahntay Jones,MEM,23.0,198.12,95.25432,Duke,USA,2003,1,20,20,1.8,1.2,0.6,-11.2,0.052000000000000005,0.122,0.21,0.311,0.138,2003-04
3336,Cuttino Mobley,HOU,28.0,193.04,97.52228000000001,Rhode Island,USA,1998,2,41,80,15.8,4.5,3.2,1.8,0.015,0.11199999999999999,0.2,0.535,0.14400000000000002,2003-04
3337,Curtis Borchardt,UTA,23.0,213.36,108.86208,Stanford,USA,2002,1,18,16,3.6,3.4,0.9,-6.2,0.066,0.203,0.149,0.45399999999999996,0.09699999999999999,2003-04
3338,Corliss Williamson,DET,30.0,200.66,111.13004,Arkansas,USA,1995,1,13,79,9.5,3.2,0.7,5.8,0.071,0.124,0.24,0.546,0.07200000000000001,2003-04
3339,Dan Langhi,MIL,26.0,210.82,99.79024,Vanderbilt,USA,2000,2,31,6,2.2,0.7,0.0,15.7,0.0,0.154,0.22399999999999998,0.43700000000000006,0.0,2003-04
3340,Bryce Drew,NOH,29.0,190.5,83.46092800000001,Valparaiso,USA,1998,1,16,15,0.8,0.4,0.9,-14.1,0.0,0.098,0.16,0.311,0.26,2003-04
3341,Bruno Sundov,NYK,24.0,218.44,111.58363200000001,None,Croatia,1998,2,35,5,2.2,2.0,0.2,-9.9,0.063,0.267,0.24,0.435,0.091,2003-04
3342,Bruce Bowen,SAS,33.0,200.66,90.7184,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,82,6.9,3.1,1.4,8.7,0.02,0.086,0.115,0.512,0.068,2003-04
3343,Antoine Walker,DAL,27.0,205.74,111.13004,Kentucky,USA,1996,1,6,82,14.0,8.3,4.5,2.6,0.07200000000000001,0.19,0.217,0.475,0.195,2003-04
3344,Anthony Peeler,SAC,34.0,193.04,94.34713599999999,Missouri,USA,1992,1,15,75,5.7,2.0,1.6,4.9,0.025,0.095,0.147,0.575,0.139,2003-04
3345,Anthony Johnson,IND,29.0,190.5,86.18248,College of Charleston,USA,1997,2,39,73,6.2,1.8,2.8,-0.6,0.021,0.079,0.158,0.49700000000000005,0.231,2003-04
3346,Anthony Goldwire,NJN,32.0,187.96,82.553744,Houston,USA,1994,2,52,11,1.5,0.6,1.0,5.6,0.013000000000000001,0.08800000000000001,0.146,0.379,0.21600000000000003,2003-04
3347,Anthony Carter,SAS,29.0,187.96,88.45044,Hawaii,USA,Undrafted,Undrafted,Undrafted,5,4.4,2.2,2.4,3.8,0.026000000000000002,0.102,0.253,0.297,0.27899999999999997,2003-04
3348,Antawn Jamison,DAL,28.0,205.74,102.0582,North Carolina,USA,1998,1,4,82,14.8,6.3,0.9,6.1,0.10400000000000001,0.135,0.20600000000000002,0.581,0.047,2003-04
3349,Ansu Sesay,SEA,27.0,205.74,102.0582,Mississippi,USA,1998,2,30,57,3.5,1.6,0.3,0.4,0.086,0.10300000000000001,0.177,0.504,0.057,2003-04
3350,Anfernee Hardaway,NYK,32.0,200.66,97.52228000000001,Memphis,USA,1993,1,3,76,9.2,3.8,2.3,-1.0,0.037000000000000005,0.122,0.185,0.47200000000000003,0.141,2003-04
3351,Andrew DeClercq,ORL,31.0,208.28,115.66596000000001,Florida,USA,1995,2,34,71,3.2,4.5,0.6,-3.7,0.122,0.17600000000000002,0.10300000000000001,0.526,0.054000000000000006,2003-04
3352,Andrei Kirilenko,UTA,23.0,205.74,102.0582,None,Russia,1999,1,24,78,16.5,8.1,3.1,1.2,0.095,0.174,0.218,0.5589999999999999,0.152,2003-04
3353,Andre Miller,DEN,28.0,187.96,90.7184,Utah,USA,1999,1,8,82,14.8,4.5,6.1,2.5,0.051,0.09699999999999999,0.20600000000000002,0.541,0.28300000000000003,2003-04
3354,Antonio Daniels,SEA,29.0,193.04,92.98635999999999,Bowling Green,USA,1997,1,4,71,8.0,2.0,4.2,1.6,0.019,0.09,0.166,0.596,0.324,2003-04
3355,Amar'e Stoudemire,PHX,21.0,208.28,111.13004,None,USA,2002,1,9,55,20.6,9.0,1.4,-2.8,0.08800000000000001,0.188,0.27399999999999997,0.536,0.07,2003-04
3356,Alvin Williams,TOR,29.0,195.58,83.91452,Villanova,USA,1997,2,47,56,8.8,2.7,4.0,-5.8,0.012,0.08900000000000001,0.171,0.46299999999999997,0.237,2003-04
3357,Alton Ford,HOU,23.0,205.74,127.00576000000001,Houston,USA,2001,2,50,9,1.7,1.2,0.3,0.5,0.086,0.25,0.192,0.55,0.158,2003-04
3358,Alonzo Mourning,NJN,34.0,208.28,118.38751200000002,Georgetown,USA,1992,1,2,12,8.0,2.3,0.7,-5.0,0.045,0.098,0.21,0.5579999999999999,0.073,2003-04
3359,Allan Houston,NYK,33.0,198.12,90.7184,Tennessee,USA,1993,1,11,50,18.5,2.4,2.0,-0.1,0.013000000000000001,0.064,0.25,0.539,0.10099999999999999,2003-04
3360,Alex Garcia,SAS,24.0,190.5,88.45044,None,USA,Undrafted,Undrafted,Undrafted,2,1.5,0.0,0.0,11.9,0.0,0.0,0.282,0.19,0.0,2003-04
3361,Alan Henderson,ATL,31.0,205.74,108.86208,Indiana,USA,1995,1,16,6,4.0,3.5,0.3,-19.6,0.196,0.175,0.188,0.508,0.055999999999999994,2003-04
3362,Al Harrington,IND,24.0,205.74,113.398,None,USA,1998,1,25,79,13.3,6.4,1.7,1.8,0.078,0.175,0.231,0.514,0.107,2003-04
3363,Adrian Griffin,HOU,29.0,195.58,104.32616,Seton Hall,USA,Undrafted,Undrafted,Undrafted,19,0.6,1.0,0.5,-8.4,0.01,0.16699999999999998,0.09300000000000001,0.278,0.132,2003-04
3364,Adonal Foyle,GSW,29.0,208.28,120.20188,Colgate,St. Vincent & Grenadines,1997,1,8,44,3.1,3.8,0.4,-5.2,0.10400000000000001,0.222,0.135,0.47100000000000003,0.05,2003-04
3365,Aaron Williams,NJN,32.0,205.74,108.86208,Xavier,USA,Undrafted,Undrafted,Undrafted,72,6.3,4.1,1.1,-2.7,0.08800000000000001,0.171,0.175,0.5489999999999999,0.109,2003-04
3366,Aaron McKie,PHI,31.0,195.58,94.800728,Temple,USA,1994,1,17,75,9.2,3.4,2.6,-1.7,0.025,0.11800000000000001,0.163,0.55,0.16899999999999998,2003-04
3367,Amal McCaskill,PHI,30.0,210.82,106.59411999999999,Marquette,USA,1996,2,49,59,1.9,2.3,0.3,-4.1,0.09300000000000001,0.157,0.11800000000000001,0.43799999999999994,0.055,2003-04
3368,DeShawn Stevenson,ORL,23.0,195.58,95.25432,None,USA,2000,1,23,80,11.4,3.7,2.0,-5.7,0.038,0.107,0.20199999999999999,0.473,0.114,2003-04
3369,Antonio Davis,CHI,35.0,205.74,104.32616,Texas-El Paso,USA,1990,2,45,80,8.9,8.4,1.7,-6.3,0.086,0.203,0.155,0.465,0.09300000000000001,2003-04
3370,Austin Croshere,IND,29.0,208.28,109.769264,Providence,USA,1997,1,12,77,5.0,3.2,0.7,2.8,0.07200000000000001,0.213,0.191,0.5489999999999999,0.096,2003-04
3371,Britton Johnsen,ORL,24.0,208.28,95.25432,Utah,USA,Undrafted,Undrafted,Undrafted,20,2.1,2.3,0.6,-16.4,0.053,0.127,0.126,0.318,0.07200000000000001,2003-04
3372,Brian Skinner,MIL,28.0,205.74,120.20188,Baylor,USA,1998,1,22,56,10.5,7.3,0.9,-1.9,0.085,0.20800000000000002,0.18899999999999997,0.513,0.052000000000000005,2003-04
3373,Brian Scalabrine,NJN,26.0,205.74,108.86208,Southern California,USA,2001,2,34,69,3.5,2.5,0.9,-0.7,0.054000000000000006,0.168,0.152,0.48200000000000004,0.12300000000000001,2003-04
3374,Brian Grant,MIA,32.0,205.74,115.212368,Xavier,USA,1994,1,8,76,8.7,6.9,0.9,0.2,0.086,0.183,0.151,0.502,0.051,2003-04
3375,Brian Cook,LAL,23.0,205.74,106.140528,Illinois,USA,2003,1,24,35,4.4,2.9,0.6,-2.5,0.071,0.19,0.172,0.505,0.079,2003-04
3376,Brian Cardinal,GSW,27.0,203.2,111.13004,Purdue,USA,2000,2,44,76,9.6,4.2,1.4,3.7,0.07,0.156,0.18899999999999997,0.626,0.106,2003-04
3377,Brevin Knight,MIL,28.0,177.8,77.11064,Stanford,USA,1997,1,16,56,4.7,2.0,3.6,-4.4,0.016,0.115,0.156,0.475,0.34299999999999997,2003-04
3378,Brent Barry,SEA,32.0,198.12,92.079176,Oregon State,USA,1995,1,15,59,10.8,3.5,5.8,1.2,0.013999999999999999,0.11800000000000001,0.156,0.6679999999999999,0.29,2003-04
3379,Brendan Haywood,WAS,24.0,213.36,121.562656,North Carolina,USA,2001,1,20,77,7.0,5.0,0.6,-2.7,0.133,0.159,0.17,0.547,0.051,2003-04
3380,Brandon Hunter,BOS,23.0,200.66,117.93392,Ohio,USA,2003,2,56,36,3.5,3.3,0.5,-0.8,0.134,0.185,0.168,0.46299999999999997,0.077,2003-04
3381,Brandon Armstrong,NJN,24.0,195.58,83.91452,Pepperdine,USA,2001,1,23,56,2.7,0.8,0.3,-14.0,0.035,0.092,0.22899999999999998,0.42700000000000005,0.065,2003-04
3382,Antonio McDyess,PHX,29.0,205.74,111.13004,Alabama,USA,1995,1,2,42,6.9,6.1,0.9,-0.3,0.09,0.222,0.17600000000000002,0.486,0.066,2003-04
3383,Brad Miller,SAC,28.0,213.36,118.38751200000002,Purdue,USA,Undrafted,Undrafted,Undrafted,72,14.1,10.3,4.3,8.9,0.087,0.228,0.17600000000000002,0.579,0.179,2003-04
3384,Boris Diaw,ATL,22.0,203.2,97.52228000000001,None,France,2003,1,21,76,4.5,4.5,2.4,-5.9,0.068,0.138,0.114,0.483,0.154,2003-04
3385,Bonzi Wells,MEM,27.0,195.58,95.25432,Ball State,USA,1998,1,11,72,12.3,3.6,1.9,0.1,0.047,0.11199999999999999,0.263,0.47600000000000003,0.136,2003-04
3386,Bobby Simmons,LAC,24.0,198.12,106.59411999999999,DePaul,USA,2001,2,41,56,7.8,4.7,1.7,-3.6,0.096,0.125,0.168,0.488,0.11699999999999999,2003-04
3387,Bobby Jackson,SAC,31.0,185.42,83.91452,Minnesota,USA,1997,1,23,50,13.8,3.5,2.1,4.7,0.052000000000000005,0.111,0.265,0.5379999999999999,0.171,2003-04
3388,Bob Sura,ATL,31.0,195.58,90.7184,Florida State,USA,1995,1,17,80,7.5,4.1,2.9,0.8,0.071,0.158,0.191,0.51,0.24,2003-04
3389,Bo Outlaw,MEM,33.0,203.2,99.79024,Houston,USA,Undrafted,Undrafted,Undrafted,82,4.6,4.2,1.1,6.4,0.087,0.156,0.12300000000000001,0.522,0.09300000000000001,2003-04
3390,Bimbo Coles,MIA,36.0,187.96,82.553744,Virginia Tech,USA,1990,2,40,22,1.3,0.5,0.7,-14.1,0.013000000000000001,0.06,0.131,0.382,0.163,2003-04
3391,Ben Wallace,DET,29.0,205.74,108.86208,Virginia Union,USA,Undrafted,Undrafted,Undrafted,81,9.5,12.4,1.7,7.8,0.121,0.254,0.152,0.441,0.075,2003-04
3392,Ben Handlogten,UTA,30.0,208.28,108.86208,Western Michigan,USA,Undrafted,Undrafted,Undrafted,17,4.0,3.2,0.4,-4.7,0.156,0.244,0.187,0.5770000000000001,0.063,2003-04
3393,Baron Davis,NOH,25.0,190.5,101.151016,UCLA,USA,1999,1,3,67,22.9,4.3,7.5,2.7,0.027000000000000003,0.095,0.298,0.49200000000000005,0.363,2003-04
3394,Avery Johnson,GSW,39.0,180.34,83.91452,Southern,USA,Undrafted,Undrafted,Undrafted,46,4.6,0.7,2.4,-2.7,0.006,0.055,0.213,0.45399999999999996,0.311,2003-04
3395,Bostjan Nachbar,HOU,23.0,205.74,100.243832,None,Slovenia,2002,1,15,45,3.1,1.6,0.7,2.0,0.021,0.136,0.159,0.47700000000000004,0.10300000000000001,2003-04
3396,Kedrick Brown,CLE,23.0,200.66,100.697424,Northwest Florida State,USA,2001,1,11,55,5.3,2.7,1.2,3.3,0.049,0.122,0.139,0.5429999999999999,0.106,2003-04
3397,DerMarr Johnson,NYK,24.0,205.74,91.171992,Cincinnati,USA,2000,1,6,21,5.4,1.9,0.5,-6.4,0.021,0.145,0.207,0.511,0.071,2003-04
3398,Derek Fisher,LAL,29.0,185.42,92.98635999999999,Arkansas-Little Rock,USA,1996,1,24,82,7.1,1.9,2.3,2.4,0.019,0.084,0.18600000000000003,0.451,0.175,2003-04
3399,Jason Richardson,GSW,23.0,198.12,102.0582,Michigan State,USA,2001,1,5,78,18.7,6.7,2.9,-0.3,0.047,0.151,0.256,0.504,0.14300000000000002,2003-04
3400,Jason Kidd,NJN,31.0,193.04,96.16150400000001,California,USA,1994,1,2,67,15.5,6.4,9.2,7.8,0.04,0.16399999999999998,0.24,0.485,0.42200000000000004,2003-04
3401,Jason Kapono,CLE,23.0,203.2,96.615096,UCLA,USA,2003,2,31,41,3.5,1.3,0.3,-7.6,0.048,0.094,0.17,0.519,0.06,2003-04
3402,Jason Hart,SAS,26.0,190.5,83.91452,Syracuse,USA,2000,2,49,53,3.3,1.5,1.5,11.1,0.018000000000000002,0.106,0.147,0.49700000000000005,0.21100000000000002,2003-04
3403,Jason Collins,NJN,25.0,213.36,117.93392,Stanford,USA,2001,1,18,78,5.9,5.1,2.0,6.8,0.077,0.13699999999999998,0.12,0.49700000000000005,0.105,2003-04
3404,Jason Collier,ATL,26.0,213.36,117.93392,Georgia Tech,USA,2000,1,15,20,11.3,5.6,0.9,2.2,0.077,0.156,0.192,0.5579999999999999,0.051,2003-04
3405,Jarvis Hayes,WAS,22.0,200.66,99.79024,Georgia,USA,2003,1,10,70,9.6,3.8,1.5,-7.2,0.037000000000000005,0.10800000000000001,0.18600000000000003,0.456,0.092,2003-04
3406,Jarron Collins,UTA,25.0,210.82,115.66596000000001,Stanford,USA,2001,2,52,81,6.0,3.9,1.0,-4.6,0.08199999999999999,0.152,0.132,0.5870000000000001,0.078,2003-04
3407,Jared Jeffries,WAS,22.0,210.82,104.32616,Indiana,USA,2002,1,11,82,5.7,5.2,1.1,-4.1,0.1,0.147,0.149,0.428,0.083,2003-04
3408,Jannero Pargo,CHI,24.0,185.42,79.3786,Arkansas,USA,Undrafted,Undrafted,Undrafted,31,6.7,1.2,2.3,-7.6,0.018000000000000002,0.07,0.237,0.491,0.268,2003-04
3409,Jamison Brewer,IND,23.0,193.04,83.46092800000001,Auburn,USA,2001,2,40,13,2.5,0.8,1.3,8.7,0.015,0.068,0.141,0.425,0.179,2003-04
3410,James Posey,MEM,27.0,203.2,97.52228000000001,Xavier,USA,1999,1,18,82,13.7,4.9,1.5,3.8,0.042,0.147,0.192,0.614,0.083,2003-04
3411,James Jones,IND,23.0,203.2,97.52228000000001,Miami (FL),USA,2003,2,49,6,1.2,0.3,0.0,-10.0,0.0,0.095,0.19399999999999998,0.354,0.0,2003-04
3412,Jamal Sampson,LAL,21.0,210.82,106.59411999999999,California,USA,2002,2,46,10,2.9,5.2,0.7,-7.2,0.161,0.266,0.11599999999999999,0.513,0.09300000000000001,2003-04
3413,Jamal Mashburn,NOH,31.0,203.2,112.037224,Kentucky,USA,1993,1,4,19,20.8,6.2,2.5,0.9,0.028999999999999998,0.145,0.293,0.457,0.12300000000000001,2003-04
3414,Jamal Crawford,CHI,24.0,195.58,86.18248,Michigan,USA,2000,1,8,80,17.3,3.5,5.1,-5.8,0.017,0.094,0.257,0.486,0.27,2003-04
3415,Jamaal Tinsley,IND,26.0,190.5,88.45044,Iowa State,USA,2001,1,27,52,8.3,2.6,5.8,13.5,0.024,0.09,0.172,0.541,0.35600000000000004,2003-04
3416,Jamaal Magloire,NOH,26.0,210.82,117.480328,Kentucky,Canada,2000,1,19,82,13.6,10.3,1.0,-1.5,0.10800000000000001,0.24100000000000002,0.201,0.551,0.055,2003-04
3417,Jalen Rose,TOR,31.0,203.2,98.429464,Michigan,USA,1994,1,13,66,15.5,4.0,5.0,-2.5,0.015,0.105,0.235,0.485,0.23600000000000002,2003-04
3418,Jake Voskuhl,PHX,26.0,210.82,111.13004,Connecticut,USA,2000,2,33,66,6.6,5.2,0.9,-1.0,0.086,0.16399999999999998,0.129,0.5770000000000001,0.053,2003-04
3419,Jake Tsakalidis,MEM,25.0,218.44,131.54168,None,Greece,2000,1,25,40,4.3,3.2,0.5,-2.3,0.078,0.204,0.155,0.532,0.054000000000000006,2003-04
3420,Jahidi White,PHX,28.0,205.74,131.54168,Georgetown,USA,1998,2,43,62,4.2,4.2,0.1,-5.4,0.129,0.209,0.161,0.532,0.013000000000000001,2003-04
3421,Jacque Vaughn,ATL,29.0,185.42,86.18248,Kansas,USA,1997,1,27,71,3.8,1.6,2.7,-9.8,0.011000000000000001,0.094,0.14300000000000002,0.44,0.256,2003-04
3422,Jason Terry,ATL,26.0,187.96,81.64656,Arizona,USA,1999,1,10,81,16.8,4.1,5.4,-4.0,0.019,0.106,0.231,0.519,0.261,2003-04
3423,Jason Williams,MEM,28.0,185.42,86.18248,Florida,USA,1998,1,7,72,10.9,2.0,6.8,-0.2,0.013000000000000001,0.065,0.187,0.517,0.365,2003-04
3424,Jeff Foster,IND,27.0,210.82,109.769264,Texas State,USA,1999,1,21,82,6.1,7.4,0.8,12.6,0.146,0.215,0.11699999999999999,0.578,0.051,2003-04
3425,Jeff McInnis,CLE,29.0,193.04,81.19296800000001,North Carolina,USA,1996,2,37,70,11.8,2.5,6.1,-0.4,0.016,0.069,0.179,0.511,0.29,2003-04
3426,Kareem Rush,LAL,23.0,198.12,97.52228000000001,Missouri,USA,2002,1,20,72,6.4,1.3,0.8,-1.1,0.018000000000000002,0.076,0.185,0.505,0.08,2003-04
3427,Kaniel Dickens,POR,25.0,203.2,97.52228000000001,Idaho,USA,2000,2,50,3,2.3,0.7,0.0,-23.2,0.16699999999999998,0.0,0.151,0.902,0.0,2003-04
3428,Juwan Howard,ORL,31.0,205.74,104.32616,Michigan,USA,1994,1,5,81,17.0,7.0,2.0,-7.0,0.067,0.161,0.239,0.513,0.098,2003-04
3429,Jumaine Jones,BOS,25.0,203.2,98.88305600000001,Georgia,USA,1999,1,27,42,2.2,1.6,0.3,-5.0,0.071,0.133,0.15,0.43799999999999994,0.065,2003-04
3430,Juan Dixon,WAS,25.0,190.5,74.389088,Maryland,USA,2002,1,17,71,9.4,2.1,1.9,-7.2,0.023,0.096,0.242,0.47600000000000003,0.17600000000000002,2003-04
3431,Josh Howard,DAL,24.0,200.66,95.25432,Wake Forest,USA,2003,1,29,67,8.6,5.5,1.4,8.2,0.10099999999999999,0.157,0.18100000000000002,0.485,0.085,2003-04
3432,Josh Davis,ATL,23.0,203.2,108.86208,Wyoming,USA,Undrafted,Undrafted,Undrafted,4,1.3,1.3,0.0,-24.3,0.048,0.222,0.135,0.46,0.0,2003-04
3433,Jonathan Bender,IND,23.0,213.36,99.336648,None,USA,1999,1,5,21,7.0,1.9,0.4,-1.6,0.045,0.13699999999999998,0.28800000000000003,0.584,0.076,2003-04
3434,Jon Barry,DEN,34.0,195.58,95.25432,Georgia Tech,USA,1992,1,21,57,6.2,2.2,2.6,0.3,0.024,0.10099999999999999,0.152,0.535,0.217,2003-04
3435,John Wallace,MIA,30.0,205.74,102.0582,Syracuse,USA,1996,1,18,37,4.3,1.6,0.4,-9.3,0.036000000000000004,0.153,0.24,0.486,0.083,2003-04
3436,John Salmons,PHI,24.0,200.66,95.25432,Miami (FL),USA,2002,1,26,77,5.8,2.5,1.7,-2.3,0.027999999999999997,0.11800000000000001,0.161,0.485,0.155,2003-04
3437,Jabari Smith,SAC,27.0,210.82,108.86208,Louisiana State,USA,2000,2,45,31,2.1,1.0,0.4,-12.6,0.065,0.127,0.22399999999999998,0.406,0.133,2003-04
3438,Joel Przybilla,ATL,24.0,215.9,115.66596000000001,Minnesota,USA,2000,1,9,17,2.9,6.5,0.4,-10.3,0.096,0.26,0.105,0.385,0.032,2003-04
3439,Joe Johnson,PHX,23.0,200.66,106.59411999999999,Arkansas,USA,2001,1,10,82,16.7,4.7,4.4,-2.9,0.027000000000000003,0.10300000000000001,0.21600000000000003,0.491,0.187,2003-04
3440,Jiri Welsch,BOS,24.0,200.66,94.34713599999999,None,Czech Republic,2002,1,16,81,9.2,3.7,2.3,-1.3,0.032,0.12300000000000001,0.17300000000000001,0.531,0.14,2003-04
3441,Jim Jackson,HOU,33.0,198.12,99.79024,Ohio State,USA,1992,1,4,80,12.9,6.1,2.8,2.5,0.02,0.154,0.171,0.54,0.126,2003-04
3442,Jerry Stackhouse,WAS,29.0,198.12,98.88305600000001,North Carolina,USA,1995,1,3,26,13.9,3.6,4.0,-9.4,0.023,0.11699999999999999,0.256,0.494,0.24,2003-04
3443,Jerome Williams,CHI,31.0,205.74,93.439952,Georgetown,USA,1996,1,26,68,6.2,7.0,1.1,-6.7,0.11699999999999999,0.22,0.135,0.522,0.076,2003-04
3444,Jerome Moiso,TOR,26.0,208.28,106.59411999999999,UCLA,France,2000,1,11,35,2.9,3.2,0.2,-3.3,0.11199999999999999,0.198,0.15,0.506,0.037000000000000005,2003-04
3445,Jerome James,SEA,28.0,215.9,123.377024,Florida A&M,USA,1998,2,36,65,5.0,3.5,0.5,3.2,0.09699999999999999,0.17,0.184,0.535,0.053,2003-04
3446,Jerome Beasley,MIA,24.0,205.74,107.501304,North Dakota,USA,2003,2,33,2,1.0,0.5,0.0,40.4,0.0,0.14300000000000002,0.27899999999999997,0.33299999999999996,0.0,2003-04
