city,district,neighborhood,room,living_room,area,age,floor,price
izmir,gaziemir,yesil,3,1,135,16,2,20000
izmir,odemis,inonu,2,1,130,30,3,13000
izmir,karsiyaka,aksoy,3,1,110,28,4,20000
izmir,buca,adatepe,1,1,70,8,2,11000
izmir,karabaglar,aydin,3,1,95,15,0,15000
izmir,narlidere,yenikale,1,1,60,20,3,15000
izmir,bayrakli,osmangazi,2,1,100,26,1,13750
izmir,balcova,onur,3,1,110,28,3,22500
izmir,konak,mithatpasa,2,1,90,6,1,12000
izmir,bayrakli,cay,3,1,120,20,2,18000
izmir,karsiyaka,yali,3,1,145,7,4,32000
izmir,gaziemir,atifbey,2,1,115,12,3,22000
izmir,konak,alsancak,3,1,125,35,5,25000
izmir,karsiyaka,mavisehir,1,1,90,11,5,30000
izmir,urla,iskele,3,1,150,5,3,34000
izmir,narlidere,sahilevleri,4,1,161,20,2,35000
izmir,karsiyaka,bostanli,2,1,100,0,5,38000
izmir,buca,yildiz,3,1,130,16,5,16000
izmir,buca,kurucesme,1,1,55,0,4,15000
izmir,guzelbahce,maltepe,3,1,130,23,3,35000
izmir,menderes,cuneytbey,2,1,90,0,0,25000
izmir,karabaglar,arap_hasan,3,1,105,35,1,17500
izmir,bornova,kazimdirik,1,1,65,5,3,23000
izmir,konak,alsancak,1,1,60,20,3,18000
izmir,dikili,kabakum,2,1,120,25,2,25000
izmir,bayrakli,sogukkuyu,3,1,120,25,5,17000
izmir,gaziemir,sevgi,3,1,130,18,3,25000
izmir,menemen,30_agustos,3,1,160,8,3,30000
izmir,foca,ilipinar,4,1,200,1,2,55000
izmir,cigli,ugur_mumcu,3,1,150,5,2,23000
izmir,foca,kazim_dirik,3,1,120,0,0,22000
izmir,buca,kozagac,2,1,105,5,3,17000
izmir,aliaga,kurtulus,3,1,115,25,1,22500
izmir,cigli,ataturk,3,1,120,4,0,18500
izmir,karabaglar,yurdoglu,2,1,90,4,1,19000
izmir,bergama,maltepe,3,1,145,20,3,16000
izmir,bayrakli,fuat_edip_baksi,3,1,120,33,3,20500
izmir,karsiyaka,yali,1,1,60,7,3,20000
izmir,menemen,zeytinlik,1,1,55,1,1,10000
izmir,menemen,85_yil_cumhuriyet,1,1,60,5,2,10000
izmir,konak,altintas,2,1,80,40,0,10000
izmir,narlidere,ataturk,3,1,206,5,5,53000
izmir,konak,halkapinar,2,1,85,0,5,32000
izmir,buca,kurucesme,1,1,45,3,3,16000
izmir,buca,kurucesme,1,1,55,10,3,12500
izmir,narlidere,ataturk,3,1,145,15,3,20000
izmir,karabaglar,basin_sitesi,3,1,110,40,1,21000
izmir,konak,barbaros,2,1,105,10,3,18000
izmir,torbali,yedi_eylul,1,1,65,6,2,12950
izmir,seferihisar,turabiye,1,1,65,3,3,13500
izmir,selcuk,cumhuriyet,2,1,125,12,1,15000
izmir,karabaglar,yasar_kemal,2,1,100,15,0,11500
izmir,urla,ataturk,3,1,175,12,2,50000
izmir,buca,camlipinar,3,1,145,14,2,25000
izmir,karsiyaka,tuna,2,1,100,25,3,12000
izmir,buca,yesilbaglar,2,1,95,29,0,12500
izmir,gaziemir,sevgi,2,1,93,26,2,22000
izmir,gaziemir,fatih,2,1,100,5,2,21500
izmir,gaziemir,sevgi,3,1,155,16,2,19000
izmir,menderes,cukuralti,3,1,150,11,0,20000
izmir,tire,fatih,3,1,135,1,1,18250
izmir,menderes,gumuldur_fevzi_cakmak,2,1,75,15,5,13000
izmir,cigli,ataturk,3,1,125,0,3,20000
izmir,odemis,hurriyet,3,1,150,5,3,16000
izmir,konak,cankaya,3,1,130,40,2,16000
izmir,konak,murat_reis,3,1,130,40,3,19000
izmir,karabaglar,arap_hasan,3,1,145,42,4,25000
izmir,foca,yenibagarasi,2,1,80,0,3,14000
izmir,bayrakli,75_yil,4,1,183,13,2,22000
izmir,foca,kazim_dirik,2,1,150,0,0,15000
izmir,torbali,yemislik,3,1,140,2,1,15000
izmir,konak,kultur,2,1,115,30,5,35000
izmir,odemis,zafer,3,1,160,3,5,18000
izmir,torbali,torbali,2,1,105,0,4,22500
izmir,karabaglar,bozyaka,2,1,110,30,2,13500
izmir,buca,yaylacik,2,1,75,0,5,21000
izmir,balcova,fevzi_cakmak,3,1,160,10,1,25000
izmir,karsiyaka,yali,3,1,130,0,2,41000
izmir,karsiyaka,yali,3,1,130,15,0,20000
izmir,karsiyaka,ornekkoy,3,1,130,6,1,25500
izmir,guzelbahce,yelki,3,1,160,22,3,19000
izmir,cigli,egekent,3,1,135,25,3,13500
izmir,cigli,ugur_mumcu,3,1,140,0,2,18000
izmir,karabaglar,basin_sitesi,2,1,90,0,1,25000
izmir,narlidere,2_inonu,1,1,65,5,3,26900
izmir,bayrakli,mansuroglu,3,1,120,35,3,17750
izmir,odemis,cumhuriyet,3,1,135,30,5,7000
izmir,konak,guzelyali,3,1,130,21,4,25000
izmir,karabaglar,uzundere,1,1,65,2,2,13500
izmir,balcova,egitim,3,1,140,35,2,15000
izmir,buca,guven,2,1,95,5,1,20000
izmir,buca,kurucesme,1,1,55,5,1,10000
izmir,balcova,onur,3,1,160,20,3,27000
izmir,bornova,ataturk,2,1,96,25,3,13000
izmir,bergama,fatih,2,1,70,1,5,10000
izmir,karsiyaka,dedebasi,2,1,108,13,2,21500
izmir,cigli,atasehir,3,1,180,10,4,35000
izmir,bornova,kazimdirik,3,1,150,21,6,30000
izmir,bornova,erzene,3,1,140,25,1,18000
izmir,narlidere,narli,3,1,110,30,1,13000
izmir,gaziemir,gazikent,1,1,75,26,4,16000
izmir,seferihisar,ataturk,1,1,60,20,0,9000
izmir,bornova,kazimdirik,3,1,150,31,4,25000
izmir,karsiyaka,nergiz,2,1,140,18,2,16000
izmir,menemen,85_yil_cumhuriyet,1,1,45,5,0,12500
izmir,dikili,candarli,3,1,120,10,2,22000
izmir,cigli,kucuk_cigli,3,1,130,10,4,18000
izmir,karsiyaka,semikler,2,1,90,4,1,21000
izmir,gaziemir,irmak,3,1,135,25,0,15000
izmir,narlidere,2_inonu,3,1,175,10,6,35000
izmir,buca,buca_osb,1,1,70,6,-1,10000
izmir,guzelbahce,yelki,2,1,85,2,1,22000
izmir,karsiyaka,mavisehir,1,1,76,4,5,32000
izmir,urla,kalabak,3,1,110,11,0,27000
izmir,konak,zafertepe,2,1,125,0,4,22000
izmir,gaziemir,fatih,1,1,50,0,3,15000
izmir,buca,ataturk,2,1,90,8,0,13000
izmir,cigli,balatcik,3,1,160,3,4,27000
izmir,karsiyaka,atakent,3,1,160,30,3,40000
izmir,foca,kazim_dirik,3,1,130,0,0,15000
izmir,balcova,koruturk,3,1,220,23,6,35000
izmir,menemen,istiklal,3,1,120,6,2,20500
izmir,cigli,inonu,2,1,95,4,6,15000
izmir,menderes,kemalpasa,4,1,170,0,2,40000
izmir,menemen,yesil_pinar,2,1,90,12,1,7500
izmir,karsiyaka,imbatli,2,1,100,0,4,18000
izmir,konak,kultur,2,1,120,25,2,29999
izmir,karabaglar,gulyaka,2,1,80,6,2,14750
izmir,seferihisar,hidirlik,2,1,75,5,0,5000
izmir,foca,mustafa_kemal_ataturk,2,1,85,0,2,25000
izmir,seferihisar,hidirlik,1,1,55,0,3,12500
izmir,karsiyaka,yali,3,1,95,10,-2,20000
izmir,konak,murat_reis,2,1,80,2,1,20000
izmir,menderes,gumuldur_fevzi_cakmak,2,1,85,15,0,14000
izmir,bornova,evka_4,2,1,90,35,2,12000
izmir,karsiyaka,dedebasi,3,1,140,15,5,23000
izmir,karabaglar,fahrettin_altay,3,1,120,35,4,28000
izmir,menemen,ugur_mumcu,2,1,95,2,3,16000
izmir,cigli,inonu,3,1,110,5,5,20000
izmir,konak,mimar_sinan,3,1,180,26,5,30000
izmir,karsiyaka,donanmaci,3,1,135,35,3,33000
izmir,odemis,ataturk,3,1,180,20,3,15000
izmir,cigli,yakakent,2,1,100,3,0,24000
izmir,cigli,balatcik,2,1,96,2,2,18000
izmir,bornova,inonu,3,1,120,20,4,19000
izmir,buca,menderes,3,1,163,20,2,25000
izmir,dikili,ismetpasa,2,1,90,15,1,20000
izmir,bayrakli,korfez,3,1,124,16,1,16000
izmir,seferihisar,ataturk,3,1,165,24,2,30000
izmir,bergama,ayvatlar,3,1,120,11,2,13500
izmir,karsiyaka,aksoy,4,1,220,40,4,45000
izmir,konak,cankaya,3,1,155,29,4,35000
izmir,bornova,mevlana,2,1,91,9,2,18500
izmir,bayrakli,tepekule,3,1,95,30,0,12500
izmir,torbali,ayrancilar,3,1,145,13,3,16000
izmir,buca,adatepe,2,1,75,16,3,12000
izmir,balcova,cetin_emec,2,1,70,28,0,15000
izmir,karsiyaka,bostanli,3,1,135,30,5,30000
izmir,bornova,kazimdirik,1,1,72,6,2,24000
izmir,karabaglar,yasar_kemal,2,1,80,12,4,13000
izmir,menemen,inonu,1,1,55,5,2,10000
izmir,bornova,evka_3,1,1,55,0,3,18500
izmir,foca,yenibagarasi,2,1,100,6,0,14500
izmir,karsiyaka,fikri_altay,3,1,120,10,4,18000
izmir,buca,kurucesme,1,1,55,3,3,16000
izmir,konak,gunesli,3,1,120,31,2,24000
izmir,balcova,teleferik,3,1,140,30,2,20000
izmir,balcova,cetin_emec,3,1,140,35,4,25000
izmir,bornova,inonu,2,1,120,5,3,20000
izmir,konak,barbaros,2,1,194,4,5,23000
izmir,konak,murat_reis,2,1,100,30,2,13500
izmir,bayrakli,sogukkuyu,3,1,150,15,6,18000
izmir,karsiyaka,bostanli,3,1,160,28,1,37000
izmir,menemen,ismet_inonu,2,1,90,5,3,14000
izmir,menemen,inonu,1,1,55,8,2,11000
izmir,karabaglar,bahcelievler,3,1,150,28,3,25000
izmir,karabaglar,vatan,3,1,90,25,1,11000
izmir,konak,mehmet_ali_akman,2,1,110,32,3,28000
izmir,bornova,inonu,2,1,100,25,3,12000
izmir,konak,atilla,2,1,80,30,1,10000
izmir,menemen,incirli_pinar,3,1,115,4,5,14000
izmir,narlidere,narli,3,1,155,20,4,30000
izmir,buca,firat,3,1,150,18,1,20000
izmir,foca,fatih,1,1,45,1,0,50000
izmir,buca,kurucesme,2,1,85,2,5,15000
izmir,buca,hurriyet,1,1,45,4,1,10500
izmir,guzelbahce,yali,3,1,110,26,1,18000
izmir,urla,guvendik,2,1,85,10,1,60000
izmir,urla,ataturk,2,1,90,15,5,40000
izmir,cigli,kucuk_cigli,1,1,45,4,2,16200
izmir,menemen,tulbentli,4,1,190,3,2,30000
izmir,menemen,85_yil_cumhuriyet,2,1,110,4,2,17500
izmir,dikili,candarli,4,1,150,10,2,27500
izmir,gaziemir,atifbey,2,1,115,11,3,22000
izmir,karsiyaka,yali,1,1,87,11,2,34000
izmir,selcuk,cumhuriyet,2,1,140,25,2,16000
izmir,menderes,gumuldur_fevzi_cakmak,1,1,55,6,1,12000
izmir,bayrakli,cay,1,1,65,0,1,17000
izmir,karabaglar,gulyaka,2,1,85,0,1,14000
izmir,karabaglar,uzundere,1,1,65,3,3,13000
izmir,karabaglar,tahsin_yazici,2,1,100,5,1,14000
izmir,karsiyaka,bahcelievler,3,1,125,30,4,18000
izmir,karsiyaka,alaybey,3,1,120,44,4,30000
izmir,gaziemir,atifbey,3,1,135,20,1,22000
izmir,buca,camlik,2,1,70,16,0,10000
izmir,seferihisar,sigacik,3,1,160,11,0,30000
izmir,narlidere,huzur,3,1,120,15,2,17500
izmir,karsiyaka,semikler,2,1,100,7,4,18500
izmir,menemen,85_yil_cumhuriyet,1,1,45,0,3,9000
izmir,konak,kilic_reis,3,1,170,31,1,20000
izmir,buca,firat,2,1,100,15,3,10000
izmir,dikili,gazipasa,1,1,80,1,0,20000
izmir,menemen,gazi,3,1,125,0,1,17500
izmir,guzelbahce,maltepe,3,1,135,15,5,32000
izmir,konak,atilla,2,1,90,12,6,17000
izmir,karsiyaka,bostanli,3,1,180,30,2,28000
izmir,buca,yesilbaglar,3,1,170,9,3,30000
izmir,bornova,kazimdirik,2,1,68,0,5,30000
izmir,bergama,bahcelievler,3,1,135,25,2,21000
izmir,gaziemir,gazikent,3,1,110,30,5,18000
izmir,dikili,ismetpasa,2,1,95,10,3,15000
izmir,karsiyaka,donanmaci,3,1,140,31,3,17500
izmir,balcova,fevzi_cakmak,4,1,205,18,2,25000
izmir,karsiyaka,bostanli,2,1,115,0,5,38000
izmir,buca,kurucesme,1,1,50,4,0,12000
izmir,cigli,atasehir,3,1,135,16,3,25500
izmir,karabaglar,gunaltay,2,1,80,26,1,8500
izmir,balcova,onur,3,1,140,26,3,15000
izmir,karsiyaka,bostanli,3,1,125,4,2,32000
izmir,buca,adatepe,1,1,55,4,0,11000
izmir,menemen,mermerli,2,1,100,21,3,12500
izmir,bornova,evka_3,1,1,56,0,3,20000
izmir,karabaglar,bahcelievler,3,1,150,28,3,25000
izmir,karsiyaka,bostanli,2,1,130,25,5,20000
izmir,karabaglar,metin_oktay,2,1,103,30,3,11000
izmir,bornova,erzene,3,1,100,32,3,16000
izmir,karabaglar,esentepe,1,1,70,4,4,20000
izmir,karsiyaka,bahcelievler,3,1,140,21,1,26000
izmir,karsiyaka,ornekkoy,3,1,125,0,3,27000
izmir,bayrakli,emek,2,1,100,15,1,8000
izmir,cigli,balatcik,1,1,65,6,3,13500
izmir,konak,mimar_sinan,3,1,160,31,3,20500
izmir,urla,ataturk,2,1,90,25,5,18000
izmir,menemen,29_ekim,3,1,135,10,1,19000
izmir,balcova,onur,1,1,85,21,0,19000
izmir,konak,mithatpasa,3,1,145,26,1,21000
izmir,menemen,85_yil_cumhuriyet,1,1,50,0,0,8250
izmir,menemen,30_agustos,2,1,145,0,6,21000
izmir,cigli,evka_5,1,1,70,5,6,12500
izmir,bornova,kazimdirik,2,1,80,0,5,30000
izmir,menderes,gumuldur_fevzi_cakmak,2,1,75,5,-2,10000
izmir,selcuk,isa_bey,1,1,75,20,0,12000
izmir,cesme,musalla,1,1,55,4,0,20000
izmir,konak,mimar_sinan,3,1,130,30,4,25000
izmir,bornova,kazimdirik,3,1,124,0,3,39500
izmir,bayrakli,manavkuyu,3,1,125,35,6,20000
izmir,balcova,fevzi_cakmak,2,1,85,5,3,20000
izmir,bornova,kizilay,1,1,45,6,0,12500
izmir,buca,yildiz,1,1,50,3,2,14500
izmir,karabaglar,doganay,3,1,125,30,5,15000
izmir,konak,atilla,3,1,110,30,6,13500
izmir,bayrakli,bayrakli,3,1,130,21,2,16000
izmir,balcova,koruturk,2,1,90,14,1,18000
izmir,bornova,kazimdirik,1,1,48,4,4,18000
izmir,foca,mustafa_kemal_ataturk,2,1,70,0,3,18000
izmir,cigli,harmandali_gazi_mustafa_kemal_ataturk,2,1,105,5,1,12500
izmir,cigli,ataturk,3,1,130,20,6,15000
izmir,karabaglar,vatan,2,1,110,21,5,15000
izmir,bayrakli,manavkuyu,3,1,125,26,6,17500
izmir,karsiyaka,bahriye_ucok,3,1,160,22,2,25000
izmir,konak,kultur,4,1,150,35,5,25000
izmir,seferihisar,camikebir,1,1,60,5,1,13000
izmir,karsiyaka,bahcelievler,2,1,120,20,1,18000
izmir,menemen,ataturk,1,1,55,1,3,10500
izmir,balcova,koruturk,1,1,58,7,2,25000
izmir,bayrakli,mansuroglu,3,1,140,25,1,12000
izmir,gaziemir,irmak,3,1,140,20,3,15000
izmir,menemen,gazi,3,1,125,0,3,18500
izmir,guzelbahce,yelki,3,1,132,7,3,37000
izmir,bornova,gurpinar,3,1,130,12,2,20000
izmir,konak,altintas,2,1,120,31,4,17000
izmir,karsiyaka,bostanli,3,1,160,25,2,25000
izmir,bergama,fevzipasa,2,1,120,18,2,20000
izmir,cigli,balatcik,1,1,80,3,3,17000
izmir,buca,kurucesme,1,1,45,5,3,11000
izmir,karsiyaka,semikler,3,1,110,3,5,21500
izmir,balcova,koruturk,3,1,110,30,1,18000
izmir,menderes,ozdere_cumhuriyet,2,1,85,1,3,10000
izmir,karabaglar,refet_bele,3,1,130,20,3,21000
izmir,bornova,kazimdirik,1,1,45,4,3,27000
izmir,bornova,ataturk,3,1,140,18,1,16000
izmir,cigli,balatcik,1,1,65,6,3,15750
izmir,cigli,koyici,2,1,85,10,1,12000
izmir,dikili,bademli,2,1,85,25,1,12000
izmir,konak,mithatpasa,3,1,145,26,1,21000
izmir,karsiyaka,mavisehir,3,1,150,11,4,46000
izmir,buca,ataturk,2,1,95,7,0,13000
izmir,karabaglar,doganay,3,1,130,30,5,14000
izmir,cesme,ismet_inonu,2,1,160,7,2,33000
izmir,karabaglar,esenyali,3,1,140,31,2,27500
izmir,guzelbahce,mustafa_kemal_pasa,3,1,161,7,0,28900
izmir,guzelbahce,yali,3,1,168,11,1,30000
izmir,urla,denizli,3,1,135,5,2,40000
izmir,buca,yaylacik,1,1,55,15,1,9250
izmir,menemen,kasimpasa,4,1,154,25,3,15000
izmir,balcova,onur,1,1,55,5,4,17250
izmir,urla,gulbahce,3,1,150,15,2,58000
izmir,buca,yildiz,3,1,120,20,1,17000
izmir,bornova,kizilay,3,1,110,25,2,15000
izmir,bayrakli,bayrakli,2,1,85,30,3,13500
izmir,odemis,hurriyet,2,1,90,4,2,14000
izmir,karsiyaka,imbatli,1,1,55,0,6,15900
izmir,karsiyaka,ornekkoy,3,1,120,26,5,15000
izmir,odemis,umurbey,2,1,90,19,4,13500
izmir,karsiyaka,fikri_altay,2,1,90,5,2,25000
izmir,konak,mehmet_ali_akman,3,1,100,31,0,20000
izmir,konak,alsancak,2,1,110,25,4,18500
izmir,karabaglar,devrim,3,1,135,16,1,10757
izmir,karabaglar,bahcelievler,3,1,125,26,4,19000
izmir,karabaglar,reis,2,1,95,31,5,15000
izmir,karsiyaka,tuna,4,1,170,31,6,40000
izmir,karaburun,mordogan,3,1,135,26,0,22500
izmir,menemen,inonu,1,1,45,5,3,11000
izmir,dikili,salimbey,1,1,75,15,2,35000
izmir,seferihisar,colak_ibrahim_bey,3,1,150,5,1,22000
izmir,urla,balikliova,2,1,140,5,3,20000
izmir,menemen,gazi_mustafa_kemal,1,1,55,10,3,10750
izmir,konak,atilla,2,1,95,22,1,15000
izmir,karabaglar,tahsin_yazici,2,1,95,2,1,17000
izmir,menderes,gumuldur_fevzi_cakmak,2,1,80,5,0,10000
izmir,menemen,tulbentli,2,1,120,0,6,16500
izmir,menemen,gazi,2,1,90,16,2,12000
izmir,torbali,fevzi_cakmak,3,1,130,8,3,13000
izmir,buca,camlikule,4,1,178,12,2,24000
izmir,balcova,fevzi_cakmak,3,1,135,3,1,27000
izmir,torbali,inonu,2,1,110,0,3,14000
izmir,balcova,egitim,2,1,110,31,3,15000
izmir,balcova,koruturk,3,1,115,35,4,16000
izmir,gaziemir,gazi,2,1,85,3,1,15000
izmir,balcova,cetin_emec,2,1,85,30,0,15000
izmir,bornova,ataturk,2,1,120,30,1,15000
izmir,karabaglar,bahcelievler,3,1,140,35,2,17000
izmir,bornova,erzene,2,1,110,4,0,16000
izmir,bornova,kazimdirik,2,1,97,30,3,21000
izmir,bornova,erzene,3,1,135,25,1,15000
izmir,konak,kahramanlar,1,1,40,4,1,25000
izmir,menderes,golcukler,2,1,115,10,0,15000
izmir,urla,ozbek,3,1,110,30,2,27000
izmir,karsiyaka,goncalar,2,1,110,3,2,35000
izmir,dikili,gazipasa,3,1,120,25,1,30000
izmir,konak,murat_reis,3,1,110,40,3,16000
izmir,karsiyaka,bahriye_ucok,3,1,120,30,4,20500
izmir,seferihisar,camikebir,2,1,110,25,1,15000
izmir,bornova,kazimdirik,2,1,96,9,3,30000
izmir,karsiyaka,bostanli,1,1,90,30,2,20000
izmir,dikili,candarli,3,1,165,0,0,19000
izmir,karabaglar,arap_hasan,2,1,100,30,5,15000
izmir,konak,murat_reis,3,1,125,40,3,15000
izmir,cesme,celal_bayar,1,1,75,15,0,22500
izmir,buca,ataturk,1,1,60,5,2,11500
izmir,karsiyaka,alaybey,1,1,75,2,2,18000
izmir,narlidere,catalkaya,3,1,130,25,1,23000
izmir,balcova,onur,3,1,115,30,1,15000
izmir,konak,alsancak,3,1,120,40,3,16500
izmir,urla,guvendik,1,1,55,1,0,25000
izmir,karabaglar,tahsin_yazici,3,1,125,10,4,21000
izmir,konak,alsancak,2,1,100,25,6,19000
izmir,buca,camlikule,2,1,85,30,0,12000
izmir,bayrakli,bayrakli,3,1,125,21,3,21000
izmir,karsiyaka,aksoy,3,1,170,25,3,48000
izmir,cigli,harmandali_gazi_mustafa_kemal_ataturk,2,1,92,0,2,18000
izmir,karaburun,mordogan,3,1,120,0,2,50000
izmir,karabaglar,vatan,2,1,110,13,1,15000
izmir,balcova,teleferik,3,1,181,15,3,25000
izmir,seferihisar,camikebir,1,1,50,2,2,13000
izmir,buca,adatepe,1,1,55,5,0,13250
izmir,bayrakli,postacilar,2,1,95,25,2,9000
izmir,buca,yenigun,2,1,87,29,3,13500
izmir,konak,mithatpasa,3,1,125,35,2,27500
izmir,karsiyaka,alaybey,3,1,120,40,4,15000
izmir,buca,yildiz,3,1,150,11,4,21000
izmir,bayindir,fatih,3,1,130,11,3,15000
izmir,karsiyaka,ornekkoy,3,1,125,5,2,20000
izmir,gaziemir,yesil,2,1,85,11,2,16500
izmir,karsiyaka,zubeyde_hanim,1,1,50,1,1,13500
izmir,konak,mehmet_ali_akman,2,1,100,40,2,27500
izmir,menderes,kemalpasa,3,1,140,5,1,30000
izmir,konak,goztepe,2,1,85,35,4,12500
izmir,menemen,30_agustos,3,1,145,7,4,22000
izmir,karabaglar,basin_sitesi,2,1,115,36,2,18500
izmir,menemen,85_yil_cumhuriyet,1,1,60,5,0,8000
izmir,gaziemir,dokuz_eylul,1,1,60,4,0,16000
izmir,konak,gunesli,3,1,125,23,2,24500
izmir,konak,gunesli,3,1,125,25,3,24000
izmir,seferihisar,colak_ibrahim_bey,2,1,100,0,0,17000
izmir,menderes,gumuldur_fevzi_cakmak,2,1,85,11,0,12000
izmir,bayrakli,r_sevket_ince,2,1,100,16,1,12000
izmir,konak,alsancak,3,1,160,26,2,25000
izmir,konak,alsancak,3,1,145,25,3,20000
izmir,buca,efeler,3,1,150,18,3,25000
izmir,menemen,9_eylul,3,1,135,3,1,16000
izmir,odemis,ataturk,3,1,130,25,4,7500
izmir,urla,ataturk,3,1,140,40,2,31000
izmir,karabaglar,doganay,1,1,30,25,1,9000
izmir,karsiyaka,mavisehir,1,1,76,4,5,32000
izmir,menemen,ataturk,3,1,140,0,6,16000
izmir,karsiyaka,inonu,2,1,100,8,0,7500
izmir,karabaglar,general_kazim_ozalp,3,1,120,35,1,9500
izmir,karsiyaka,bostanli,3,1,150,32,2,33000
izmir,konak,murat_reis,2,1,95,31,1,15000
izmir,bornova,inonu,1,1,45,10,5,13000
izmir,konak,alsancak,2,1,95,21,1,19000
izmir,urla,ozbek,3,1,120,16,0,21000
izmir,cigli,egekent,3,1,110,15,0,10000
izmir,seferihisar,colak_ibrahim_bey,2,1,95,5,5,12000
izmir,bornova,kazimdirik,1,1,55,7,6,23000
izmir,bornova,inonu,3,1,140,21,2,17000
izmir,konak,kahramanlar,1,1,45,4,1,18000
izmir,bornova,kizilay,2,1,85,5,1,11500
izmir,karsiyaka,atakent,3,1,140,35,5,27500
izmir,karsiyaka,bostanli,3,1,165,26,1,27000
izmir,cigli,kucuk_cigli,2,1,72,0,3,15500
izmir,menemen,gazi_mustafa_kemal,1,1,55,2,2,12000
izmir,buca,kurucesme,1,1,42,4,1,10000
izmir,gaziemir,atifbey,2,1,115,11,3,22000
izmir,foca,kazim_dirik,1,1,65,0,3,15000
izmir,karsiyaka,semikler,2,1,90,5,3,18000
izmir,buca,adatepe,1,1,50,5,3,11000
izmir,konak,tinaztepe,2,1,100,25,2,15000
izmir,buca,kurucesme,1,1,60,5,6,10000
izmir,karabaglar,doganay,3,1,130,35,1,12500
izmir,konak,murat_reis,3,1,125,35,4,18000
izmir,karsiyaka,imbatli,2,1,90,7,3,20000
izmir,guzelbahce,yali,3,1,120,21,3,25000
izmir,buca,baris,1,1,50,3,2,12000
izmir,menderes,ozdere_cumhuriyet,2,1,80,20,1,12000
izmir,bayrakli,adalet,2,1,100,35,2,15000
izmir,karsiyaka,semikler,2,1,70,5,1,19500
izmir,foca,cumhuriyet,3,1,150,25,2,30000
izmir,karsiyaka,zubeyde_hanim,3,1,120,25,0,16000
izmir,bornova,ataturk,3,1,120,26,1,13500
izmir,bornova,barbaros,2,1,120,18,2,15000
izmir,bornova,kazimdirik,3,1,130,17,1,25000
izmir,odemis,hurriyet,2,1,100,20,4,8500
izmir,karabaglar,esenyali,3,1,115,35,2,15000
izmir,bayrakli,mansuroglu,3,1,105,31,3,15000
izmir,urla,gulbahce,2,1,70,6,1,27500
izmir,konak,kultur,2,1,85,31,2,20000
izmir,karsiyaka,yali,3,1,130,0,2,41000
izmir,buca,camlikule,2,1,145,16,1,11500
izmir,karsiyaka,ornekkoy,2,1,90,5,3,18000
izmir,menderes,cuneytbey,2,1,135,0,3,30000
izmir,karsiyaka,bostanli,2,1,90,30,1,26000
izmir,konak,alsancak,3,1,130,25,2,29000
izmir,buca,menderes,2,1,95,19,1,14700
izmir,karsiyaka,imbatli,2,1,100,0,4,18000
izmir,buca,yesilbaglar,1,1,119,8,4,10000
izmir,gaziemir,sevgi,2,1,93,26,2,22000
izmir,konak,zafertepe,3,1,110,5,2,18500
izmir,seferihisar,sigacik,1,1,55,0,2,25000
izmir,konak,cankaya,3,1,145,43,4,20000
izmir,buca,laleli,3,1,130,26,2,15000
izmir,torbali,fevzi_cakmak,4,1,170,10,3,17000
izmir,bornova,ergene,2,1,85,7,0,12500
izmir,menderes,gumuldur_fevzi_cakmak,2,1,80,11,5,14000
izmir,konak,alsancak,2,1,95,31,3,18000
izmir,buca,guven,3,1,170,20,2,20000
izmir,narlidere,limanreis,3,1,150,26,0,32000
izmir,karabaglar,esentepe,4,1,210,14,4,30000
izmir,cigli,inonu,3,1,156,8,1,20000
izmir,cigli,evka_6,3,1,105,24,3,12000
izmir,bornova,mevlana,2,1,90,8,2,18000
izmir,bornova,inonu,3,1,125,25,2,16000
izmir,cigli,balatcik,1,1,55,5,2,14100
izmir,buca,ataturk,4,1,160,5,2,15000
izmir,menemen,yahselli,2,1,95,10,3,9000
izmir,karsiyaka,bostanli,3,1,120,35,3,20000
izmir,menemen,villakent,1,1,65,2,0,11000
izmir,karsiyaka,yali,1,1,55,5,3,21000
izmir,buca,menderes,1,1,55,4,1,16250
izmir,bornova,erzene,3,1,125,26,3,20000
izmir,buca,dicle,2,1,100,25,1,11000
izmir,bornova,kazimdirik,3,1,130,30,0,16000
izmir,karabaglar,bahcelievler,2,1,73,0,2,17000
izmir,menemen,inonu,1,1,63,6,1,12500
izmir,karsiyaka,bostanli,3,1,160,35,0,24000
izmir,konak,goztepe,3,1,110,35,-2,13000
izmir,karsiyaka,bostanli,2,1,110,29,1,18000
izmir,bornova,evka_4,2,1,95,0,1,20000
izmir,karabaglar,esenyali,2,1,95,27,1,15000
izmir,balcova,teleferik,1,1,91,15,0,20000
izmir,karsiyaka,alaybey,3,1,180,40,5,36500
izmir,bayrakli,bayrakli,2,1,110,18,2,15000
izmir,urla,ataturk,2,1,95,5,0,26000
izmir,bornova,erzene,3,1,110,30,4,15000
izmir,karsiyaka,dedebasi,1,1,65,2,0,25000
izmir,bornova,inonu,2,1,155,10,5,20000
izmir,karabaglar,salih_omurtak,3,1,130,22,2,10000
izmir,balcova,onur,3,1,140,5,2,35000
izmir,karabaglar,yurdoglu,3,1,120,25,6,13500
izmir,menemen,esatpasa,3,1,120,30,1,15500
izmir,konak,alsancak,2,1,95,25,1,19000
izmir,karsiyaka,aksoy,2,1,100,35,3,13500
izmir,buca,adatepe,2,1,115,5,4,20000
izmir,karsiyaka,inonu,1,1,53,11,2,19500
