"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-location","img-wrp href","he-lazy-image src","he-lazy-image src 2","list-view-header"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/83337-1577","16","650.000","09-04-2024","Kiralık Villa","3 +
                        1","250 m²","10
                      Yaşında","","Çeşme, Alaçatı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/1/8/7/4/2/4/4207a140-f33e-4a02-bda2-8a199dd53a3d.jpg","","Sezgin Kartal...Alaçatı Hacımemiş Butik Sitede Yıllık Kiralık Villa"
"https://www.hepsiemlak.com/izmir-bayrakli-bayrakli-kiralik/daire/2499-11131","32","45.000","09-04-2024","Kiralık Daire","3 +
                        1","120 m²","21
                      Yaşında","5. Kat","Bayraklı, Bayraklı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/remax-model-2499","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/3/7/7/4/2/4/058ce543-b4f1-47c7-bafb-34fdad2420de.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/9/4/2/0/0/f5c7bc72-69e6-483e-ac20-2278c82a8850.jpg","Bayraklı Kiralık Yalı Dairesi Sıfır Tadilat"
"https://www.hepsiemlak.com/izmir-karsiyaka-bahcelievler-kiralik/daire/26559-3274","23","17.500","12-04-2024","Kiralık Daire","3 +
                        1","125 m²","26
                      Yaşında","4. Kat","Karşıyaka, Bahçelievler Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/3/2/8/4/2/4/3b7b7010-3227-411a-b3f0-a4646336babb.jpeg","","Karşıyaka Bahçelievler'de3+1son Kat Kiralık Daire"
"https://www.hepsiemlak.com/izmir-urla-iskele-kiralik/villa/31745-20929","26","65.000","09-04-2024","Kiralık Villa","3 +
                        1","145 m²","2
                      Yaşında","","Urla, İskele Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-5-31745","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/6/7/7/4/2/4/190cb87e-dcdf-4157-94fa-3efccb82347b.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/4/7/1/3/0/6718b45f-7eab-4495-a6ae-e40f674f4b91.jpg","Urla İskele'de Yıllık Kiralık Müstakil Havuzlu Full Eşyalı 3+1 Villa"
"https://www.hepsiemlak.com/izmir-urla-gulbahce-kiralik/daire/115022-714","26","22.500","14-04-2024","Kiralık Daire","2 +
                        1","60 m²","26
                      Yaşında","Villa Katı","Urla, Gülbahçe Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/ctn-gayrimenkul-115022","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/1/6/7/3/2/4/fc655784-d87f-4ef3-a5f1-9a19d4435c55.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/2/0/5/1/1/b634fa2f-8ed3-4e90-86ab-231c0a58f807.jpg","Çtn'den Urla Gülbahçe'de Okul Dönemine Yönelik Kiralık 2+1 Daire"
"https://www.hepsiemlak.com/izmir-balcova-teleferik-kiralik/daire/114107-1487","26","19.750","15-04-2024","Kiralık Daire","3 +
                        1","135 m²","26
                      Yaşında","Yüksek Giriş","Balçova, Teleferik Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/startkey-best-gayrimenkul-114107","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/6/0/7/2/2/4/1fe57efa-a101-48c0-b22b-55f6e6683138.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/0/1/4/1/1/c82db52a-a106-4ad6-ba7e-6ee16aac71bc.jpg","Balçova Teleferik Mah. 3+1 Jeotermalli Eşyalı Kiralık Daire"
"https://www.hepsiemlak.com/izmir-karabaglar-yurdoglu-kiralik/daire/60124-1358","22","12.500","15-04-2024","Kiralık Daire","3 +
                        1","120 m²","30
                      Yaşında","2. Kat","Karabağlar, Yurdoğlu Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/baygun-emlak-60124","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/7/2/9/3/2/4/2757048a-0156-4874-a830-27ba9bd7ea35.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/2/1/0/6/0/0fd187c7-c77f-426c-b417-6dcd94ff7d56.jpg","Karabağlar Yurdoğlu Mahallesi Kiralık Doğalgazlı Ve Yeni Boyalı"
"https://www.hepsiemlak.com/izmir-urla-balikliova-kiralik/yazlik/692629-280","26","75.000","15-04-2024","Kiralık Yazlık","2 +
                        1","110 m²","5
                      Yaşında","Villa Katı","Urla, Balıklıova Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/7/8/8/4/2/4/352044ec-d469-4edf-a1a1-6bd5c7966abe.jpg","","Urla Balıklı Ovada Kiralık Yazlık"
"https://www.hepsiemlak.com/izmir-menemen-gazi-mustafa-kemal-kiralik/daire/136943-74","13","11.000","14-04-2024","Kiralık Daire","1 +
                        1","45 m²","Sıfır Bina","Ara Kat","Menemen, Gazi Mustafa Kemal Mahallesi","","","","Seyrek Bakırçay Ünv. Yakını Sıfır  Kiralık Full Eşyalı 1+1 Daire"
"https://www.hepsiemlak.com/izmir-karabaglar-doganay-kiralik/daire/79070-4114","16","15.000","14-04-2024","Kiralık Daire","3 +
                        1","130 m²","25
                      Yaşında","4. Kat","Karabağlar, Doğanay Mahallesi","","","","Karabağlar Doğanay Mah.İçi Full Yapılı Doğalgazlı Arakat 3+1 Kiralık Daire"
"https://www.hepsiemlak.com/izmir-konak-guzelyali-kiralik/daire/2598-2628","21","21.000","09-04-2024","Kiralık Daire","3 +
                        1","125 m²","31
                      Yaşında","8. Kat","Konak, Güzelyalı Mahallesi","","","","Guzelyalı Polıgon Metroda Kıralık 3+1 Daıre"
"https://www.hepsiemlak.com/izmir-torbali-tepekoy-kiralik/daire/131022-302","9","9.000","09-04-2024","Kiralık Daire","2 +
                        1","80 m²","5
                      Yaşında","Ara Kat","Torbalı, Tepeköy Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/1/8/7/4/2/4/1712665275529-42478199.jpg","","Torbalı Batı Gayrimenkul Den Kiralık 2+1 Daire"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/112706-6741","23","750.000","14-04-2024","Kiralık Villa","3 +
                        1","120 m²","8
                      Yaşında","","Çeşme, Alaçatı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-2-112706","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/5/3/9/3/2/4/1711054318-793787-42393584.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/0/7/2/1/1/c680c5a7-a39c-4217-b732-2444ffd214a5.jpg","Çeşme Alaçatı’da Müstakil Havuzlu, 6 Kişi Kapasiteli Muhteşem Villa"
"https://www.hepsiemlak.com/izmir-konak-kahramanlar-kiralik/daire/37033-3560","14","13.000","10-04-2024","Kiralık Daire","1 +
                        1","70 m²","28
                      Yaşında","3. Kat","Konak, Kahramanlar Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/5/1/2/6/4/2/4/1712307779785-42462154.jpg","","Fırsat Alsancak Kahramanlarda Su Hastanesi Yakını 1+1 Möbilyalı Daire"
"https://www.hepsiemlak.com/izmir-bayrakli-adalet-kiralik/daire/62397-504","19","10.000","15-04-2024","Kiralık Daire","2 +
                        1","95 m²","22
                      Yaşında","2. Kat","Bayraklı, Adalet Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/7/2/6/3/2/4/1710510891831-42362729.jpg","","Bayraklı Adalet Mahallesi Arakat 2+1 Kiralık Daire"
"https://www.hepsiemlak.com/izmir-bornova-inonu-kiralik/daire/117461-2992","40","20.000","14-04-2024","Kiralık Daire","3 +
                        1","120 m²","Sıfır Bina","2. Kat","Bornova, İnönü Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/3/8/5/8/4/2/4/f671a857-5ca2-43c1-819c-5bbebd82d33c.jpeg","","Bornova'da Yeni Sıfır Kiralık Daire"
"https://www.hepsiemlak.com/izmir-gaziemir-yesil-kiralik/daire/90115-580","35","40.000","12-04-2024","Kiralık Daire","3 +
                        1","175 m²","11
                      Yaşında","3. Kat","Gaziemir, Yeşil Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/turyap-gaziemir-temsilciligi-90115","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/0/3/8/4/2/4/151035de-fa76-4fac-a121-090c19005003.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/1/1/0/9/0/8053d30c-6918-4c8f-a821-1b141378aad0.jpg","Yeşil Mahalle Koru Sitesinde 3+1 Full Eşyalı Bakımlı Daire"
"https://www.hepsiemlak.com/izmir-bayrakli-bayrakli-kiralik/daire/142177-104","23","21.000","10-04-2024","Kiralık Daire","3 +
                        1","125 m²","21
                      Yaşında","3. Kat","Bayraklı, Bayraklı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/startkey-corner-142177","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/2/9/7/4/2/4/ff89b3ec-3ef2-4c15-83e4-05b1ae14043a.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/7/1/2/4/1/1daa53d2-aadd-4640-93f5-b3c7642139cd.jpeg","Startkey Corner'dan Şehir Hastanesi Yakını Eşyalı Kiralık 3+1"
"https://www.hepsiemlak.com/izmir-karsiyaka-aksoy-kiralik/daire/141035-24","33","48.000","09-04-2024","Kiralık Daire","3 +
                        1","170 m²","21
                      Yaşında","2. Kat","Karşıyaka, Aksoy Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/cilax-gayrimenkul-141035/cigdem-ferahnaz-akar-3962205","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/9/8/8/7/4/2/4/50511b07-692b-43d0-bfc9-6d85bd38d5b8.jpeg","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/5/0/2/2/6/9/3/1c741613-a44f-4d65-8de9-7b719c02a9b4.jpg","Yunuslar Tramvay Durağı Yakını Konforlu 3+1 Kiralık Daire"
"https://www.hepsiemlak.com/izmir-urla-balikliova-kiralik/koy-evi/128275-373","37","2.000","09-04-2024","Kiralık Köy Evi","3 +
                        1","120 m²","30
                      Yaşında","","Urla, Balıklıova Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/2/1/4/6/4/2/4/1712323785779-42464125.jpg","","Muhteşem Tatil. Kendi Müstakil Eviniz Doga Ve Denizle Uygun Fiyatlı"
"https://www.hepsiemlak.com/izmir-gaziemir-gazi-kiralik/daire/119633-32","15","28.000","09-04-2024","Kiralık Daire","3 +
                        1","160 m²","13
                      Yaşında","En Üst Kat","Gaziemir, Gazi Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/2/0/3/4/2/4/1711699323-075856-42430224.jpeg","","Gaziemir Önder Cad Merkezde 150m2 Çift Cephe Asansörlü"
"https://www.hepsiemlak.com/izmir-odemis-anafartalar-kiralik/daire/144227-9","16","14.000","10-04-2024","Kiralık Daire","3 +
                        1","150 m²","20
                      Yaşında","4. Kat","Ödemiş, Anafartalar Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/evista-gayrimenkul-144227","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/3/9/0/4/2/4/202c640e-061e-4f22-acb3-e0157f5d1a9d.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/2/2/4/4/1/114cdc96-7106-4e4c-8a5b-87f9bbf6975a.jpg","Evista Gayrimenkulden Anafartlar Mah. Eşyalı Kiralık Daire"
"https://www.hepsiemlak.com/izmir-buca-ataturk-kiralik/daire/71024-631","35","10.000","13-04-2024","Kiralık Daire","1 +
                        1","45 m²","5
                      Yaşında","1. Kat","Buca, Atatürk Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/marka-gayrimenkul-71024","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/7/2/4/3/2/4/6e1b1424-7e29-49f1-8551-20b5712d427a.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/2/0/1/7/0/7dda055d-5082-46bd-ad38-896553f4ebda.jpg","Marka'dan Anacadde&kampüs Yakını Klimalı Eşyalı 1+1kiralık Daire"
"https://www.hepsiemlak.com/izmir-narlidere-limanreis-kiralik/daire/141844-74","35","55.000","15-04-2024","Kiralık Daire","3 +
                        1","147 m²","4
                      Yaşında","Teras Katı","Narlıdere, Limanreis Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/san-gayrimenkul-141844/serkan-kocabicakoglu-3995160","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/8/3/5/9/2/2/4/a0325b7d-c557-41e0-891b-aa96554499f0.jpg","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/0/6/1/5/9/9/3/ec816f5a-1d80-4cda-91dd-d96fef7e3b19.jpg","San'dan Limanreiste Villa Tadında Dubleks Daire"
"https://www.hepsiemlak.com/izmir-balcova-egitim-kiralik/daire/135757-161","21","14.000","15-04-2024","Kiralık Daire","1 +
                        1","50 m²","Sıfır Bina","Giriş Katı","Balçova, Eğitim Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/4/0/5/2/2/4/1710156482-5677319-42250423.jpeg","","İstinye Park Yakını Asansörlü Sıfır 1+1"
"https://www.hepsiemlak.com/izmir-karabaglar-basin-sitesi-kiralik/daire/138079-26","35","25.000","09-04-2024","Kiralık Daire","3 +
                        1","130 m²","26
                      Yaşında","4. Kat","Karabağlar, Basın Sitesi Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/ozlem-kuscu-gayrimenkul-138079","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/6/0/7/2/2/2/4/a81bad2a-6637-4772-9615-e346cc08c4b6.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/7/0/8/3/1/c8bb0a0a-40e3-44a8-8915-f018db163e0a.jpg","Aeah'ne 100m.Mesafede Ful Eşyalı Kiralık Daire"
"https://www.hepsiemlak.com/izmir-karaburun-merkez-kiralik/daire/119895-2290","21","17.000","13-04-2024","Kiralık Daire","2 +
                        1","77 m²","4
                      Yaşında","1. Kat","Karaburun, Merkez Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-3-119895","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/8/3/1/4/2/4/49cb0108-e44e-4885-9c5a-d98f0a5aa4b3.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/9/8/9/1/1/96681a8d-acf4-4d1c-b71b-06316dd8f3d1.jpg","Karaburun'un Merkezinde Doğa Manzaralı Modern Ve Eşyalı 2+1 Kiralık Daire"
"https://www.hepsiemlak.com/izmir-karsiyaka-imbatli-kiralik/daire/60711-1592","18","14.000","15-04-2024","Kiralık Daire","2 +
                        1","75 m²","10
                      Yaşında","Yüksek Giriş","Karşıyaka, İmbatlı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/0/0/8/8/4/2/4/e7a958c4-c03d-47f4-ab48-a5ab4a4025ac.jpg","","Merkezi Konumda 2+1 Kapalı Mutfaklı Bakımlı Yüksek Giriş Daire"
"https://www.hepsiemlak.com/izmir-seferihisar-camikebir-kiralik/daire/119320-545","18","20.000","10-04-2024","Kiralık Daire","3 +
                        1","150 m²","26
                      Yaşında","4. Kat","Seferihisar, Camikebir Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/1/6/9/7/4/2/4/96890ebb-e80b-4892-9ddc-25801abcb2fe.jpeg","","Camikebir Site İçinde Geniş Kiralık 3+1"
"https://www.hepsiemlak.com/izmir-buca-efeler-kiralik/daire/70103-664","22","18.000","12-04-2024","Kiralık Daire","3 +
                        1","140 m²","21
                      Yaşında","3. Kat","Buca, Efeler Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/egebay-gayrimenkul-70103","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/3/2/3/8/4/2/4/f88a4736-1e41-4113-9cb3-82e4856b47fb.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/0/1/0/7/0/f4efc9dc-adfa-4d9f-804a-19db702a46c4.jpg","Efeler Mahallesinde 3+1 Doğalgazlı Arakat Kiralik Daire"
"https://www.hepsiemlak.com/izmir-bergama-fatih-kiralik/daire/139579-33","11","15.000","16-04-2024","Kiralık Daire","3 +
                        1","140 m²","5
                      Yaşında","Ara Kat","Bergama, Fatih Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/kristal-gayrimenkul-139579","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/8/0/8/2/2/4/1709154187-084027-42280855.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/7/5/9/3/1/f70f5923-5010-4a64-a6b3-8bf8aa487429.jpg","İzmir/bergama Gaziosmanpaşa Mahallesi"
"https://www.hepsiemlak.com/izmir-cesme-reisdere-kiralik/villa/93598-1212","11","850.000","14-04-2024","Kiralık Villa","4 +
                        1","250 m²","Sıfır Bina","","Çeşme, Reisdere Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/alacati-gayrimenkul-93598","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/5/5/8/4/2/4/b68d876b-66f7-4f3b-9c02-fedae9628b11.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/9/5/3/9/0/db8531c2-d7c0-412e-990b-32dad2d6b1dd.jpg","Alaçatı  Gayrimenkulden  Reisdere  İle  Yalı  Mh. Arasında  Site  İçinde Sezonluk  Kiralık  Villa"
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/daire/29403-1660","11","20.000","13-04-2024","Kiralık Daire","1 +
                        1","71 m²","11
                      Yaşında","2. Kat","Bornova, Kazımdirik Mahallesi","","","","Bornova Yaşar Üniversitesi Yanı Güvenlikli Site De Kiralık 1+1.Full Eşyalı Temiz Daire"
"https://www.hepsiemlak.com/izmir-menderes-gumuldur-fevzi-cakmak-kiralik/yazlik/0-42486715","7","45.000","14-04-2024","Kiralık Yazlık","2 +
                        1","85 m²","25
                      Yaşında","2. Kat","Menderes, Gümüldür Fevzi Çakmak Mahallesi","","","","Gümüldürde Plaja 200metre Ara Kat 2+klimalı Deniz Görür Daire"
"https://www.hepsiemlak.com/izmir-bornova-yesilova-kiralik/daire/0-42481696","7","15.000","11-04-2024","Kiralık Daire","2 +
                        1","85 m²","30
                      Yaşında","Ara Kat","Bornova, Yeşilova Mahallesi","","","","Yeşilova Mahallesinde Sahibinden Kiralık 2+1 Full Eşyalı Doğalgazlı Daire"
"https://www.hepsiemlak.com/izmir-konak-selcuk-kiralik/daire/125039-339","15","7.000","15-04-2024","Kiralık Daire","2 +
                        1","70 m²","50
                      Yaşında","2. Kat","Konak, Selçuk Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/8/4/1/3/2/4/1709732490077-42314867.jpg","","Yapıcıoğluda  Teraslı 2+1 Mustakıl Ev"
"https://www.hepsiemlak.com/izmir-karsiyaka-alaybey-kiralik/daire/29342-1948","23","15.000","15-04-2024","Kiralık Daire","2 +
                        1","110 m²","50
                      Yaşında","2. Kat","Karşıyaka, Alaybey Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/5/4/6/1/2/4/f4a5fb76-449f-481a-b88b-0f06d625d01a.jpg","","K.Yaka Alaybeyde 2.Kat 2+1 Temiz Kiralık Daire"
"https://www.hepsiemlak.com/izmir-karabaglar-ali-fuat-cebesoy-kiralik/daire/23746-16780","40","35.000","10-04-2024","Kiralık Daire","5 +
                        1","245 m²","4
                      Yaşında","4. Kat","Karabağlar, Ali Fuat Cebesoy Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/ogretmen-emlak-23746","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/6/7/0/4/1/4/09cf5fee-9e59-43aa-9736-3b9904003605.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/4/7/3/2/0/404b3208-931c-4599-b3ba-7cb5088f0c16.jpg","A.F.Cebesoy Mh Ülkü Ortaokulu Yakını 5+1 245m2 Teraslı 4yaşında Asansörlü Havuzlu Doğalgazlı Kiralık"
"https://www.hepsiemlak.com/izmir-buca-adatepe-kiralik/daire/143989-13","6","13.000","15-04-2024","Kiralık Daire","1 +
                        1","55 m²","5
                      Yaşında","Kot 1","Buca, Adatepe Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/cag-yapi-gayrimenkul-143989","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/0/0/9/4/2/4/1713185958278-42490021.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/8/9/3/4/1/4c0b4c78-aa64-44a9-9ce1-125b8a12f6af.jpeg","Adatepe Merkezi Konumda Full Eşyalı 1+1 Daire"
"https://www.hepsiemlak.com/izmir-menemen-kasimpasa-kiralik/daire/109304-314","22","13.000","14-04-2024","Kiralık Daire","2 +
                        1","95 m²","30
                      Yaşında","En Üst Kat","Menemen, Kasımpaşa Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/8/3/1/4/2/4/9659d0fb-0bf4-49b1-8279-cfddfcc97ce7.jpg","","Menemen Merkezde Şehir Parkı Karşısında Kiralık Daire !"
"https://www.hepsiemlak.com/izmir-bergama-fatih-kiralik/daire/135905-101","9","18.000","13-04-2024","Kiralık Daire","2 +
                        1","90 m²","Sıfır Bina","Yüksek Giriş","Bergama, Fatih Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/turpa-karazeybek-gayrimenkul-135905","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/7/2/1/4/2/4/1711396030-062551-42412703.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/0/9/5/3/1/54695823-e83f-4693-9c64-1f75b426c10c.jpg","Bergama’da Site İçinde Kiralık Eşyalı 2+1 Daire"
"https://www.hepsiemlak.com/izmir-balcova-cetin-emec-kiralik/daire/114107-1503","23","20.000","14-04-2024","Kiralık Daire","2 +
                        1","110 m²","5
                      Yaşında","4. Kat","Balçova, Çetin Emeç Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/startkey-best-gayrimenkul-114107","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/7/5/8/4/2/4/4e516d39-965f-412b-85f4-21252eda3cfe.jpeg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/0/1/4/1/1/c82db52a-a106-4ad6-ba7e-6ee16aac71bc.jpg","Balçova Çetinemeç 2+1 10 Yaşında Jeo. Balkonlu Kiralık Daire"
"https://www.hepsiemlak.com/izmir-urla-ozbek-kiralik/villa/112709-1662","14","20.000","16-04-2024","Kiralık Villa","3 +
                        1","100 m²","31
                      Yaşında","Bahçe Katı","Urla, Özbek Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/0/2/9/4/2/4/8398f384-1817-4f63-81cd-03b07952fdd2.jpeg","","Özbek'te Site İçerisinde Deniz Manzaralı Kiralık Müstakil Ev"
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/residence/0-42485184","5","15.000","14-04-2024","Kiralık Residence","Stüdyo","35 m²","8
                      Yaşında","7. Kat","Bornova, Kazımdirik Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/1/5/8/4/2/4/1713029855504-42485184.jpg","","Borncity De Kiralık Daire"
"https://www.hepsiemlak.com/izmir-selcuk-zafer-kiralik/daire/131958-201","5","13.000","15-04-2024","Kiralık Daire","1 +
                        1","50 m²","4
                      Yaşında","4. Kat","Selçuk, Zafer Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/gezer-emlak-gayrimenkul-danismanligi-131958","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/6/6/4/4/2/4/22359e90-e831-4d41-bddc-46cd2f513754.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/5/9/1/3/1/5b03bcde-c866-43e2-8cd5-593866924147.jpg","Gezer Emlak'tan Selçuk Zafer Mahallesinde Eşyalı Kiralık 1+1"
"https://www.hepsiemlak.com/izmir-karabaglar-bahcelievler-kiralik/daire/89181-4062","28","17.250","14-04-2024","Kiralık Daire","3 +
                        1","110 m²","35
                      Yaşında","2. Kat","Karabağlar, Bahçelievler Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/9/1/3/4/2/4/404b9551-8927-4890-8821-0eede626e71f.jpg","","Bahçelievlerde Kiralık 2+1 Doğalgazlı Otoparklı Daire"
"https://www.hepsiemlak.com/izmir-karsiyaka-bahriye-ucok-kiralik/daire/17980-1954","11","15.000","14-04-2024","Kiralık Daire","2 +
                        1","115 m²","25
                      Yaşında","Zemin","Karşıyaka, Bahriye Üçok Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/9/7/6/4/2/4/1712404077990-42467923.jpg","","Karşıyaka'da Bahriye Çok Bulvarı'na Girne'ye İzban'a Çarşıya Çok Yakın Şirin 2+1 Bahçeli Bakımlı"
"https://www.hepsiemlak.com/izmir-karabaglar-bahcelievler-kiralik/daire/25220-2307","22","18.500","13-04-2024","Kiralık Daire","3 +
                        1","105 m²","28
                      Yaşında","2. Kat","Karabağlar, Bahçelievler Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/1/4/1/4/0/4/d1acf690-cff5-4f47-8b1d-4ccd6e92df08.jpg","","Özpa - Bahçelievlerde 3+1 Doğalgazlı Full Tadilatlı Otoparklı Köşe Kiralık Daire"
"https://www.hepsiemlak.com/izmir-konak-atilla-kiralik/daire/118662-500","19","10.000","11-04-2024","Kiralık Daire","Stüdyo","50 m²","30
                      Yaşında","Giriş Katı","Konak, Atilla Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/peksa-emlak-118662","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/3/8/6/2/2/4/1711711496610-42268353.jpg","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/6/6/8/1/1/a3787b19-73a9-46e5-9d6f-701c51e3a845.jpg","Atilla Mahallesinde Beyaz Eşyalı Kiralık Daire"
"https://www.hepsiemlak.com/izmir-menemen-villakent-kiralik/villa/117461-2970","35","20.000","14-04-2024","Kiralık Villa","4 +
                        1","140 m²","1
                      Yaşında","Bahçe Katı","Menemen, Villakent Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/7/5/8/4/2/4/21f7d3fc-dbdf-40ca-a873-e0186d294f30.jpeg","","Villakent'de 140 M2 4+1 Kiralık Villa"
"https://www.hepsiemlak.com/izmir-menemen-ulus-kiralik/daire/142520-87","19","16.000","13-04-2024","Kiralık Daire","3 +
                        1","155 m²","1
                      Yaşında","4. Kat","Menemen, Ulus Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/nexus-world-gayrimenkul-yatirim-danismanligi-142520/burcin-atilgan-4030648","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/7/3/9/5/4/2/4/130e9014-23c5-47c3-b5fd-f615402a9e24.jpg","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/8/4/6/0/3/0/4/ccf24b8f-02e2-4b81-b46f-52d1e2aac842.jpg","Menemen Koyundere'de Dubleks Kiralık 3+1 Daire"
