"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","list-view-header","list-view-location","celly 4","he-lazy-image src","img-wrp href","he-lazy-image src 2"
"https://www.hepsiemlak.com/izmir-dikili-cumhuriyet-kiralik/villa/143949-44","","400.000","02-04-2024","Kiralık Villa","3 +
                        1","200 m²","11
                      Yaşında","Dikilide Cumhuriyet Sitesinde Kiralık Yazlık","Dikili, Cumhuriyet Mahallesi","Bahçe Katı","","https://www.hepsiemlak.com/emlak-ofisi/startkey-macro-143949","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/4/9/3/4/1/91ef5951-b7cf-4aa2-aca3-e3b7c32c1ee2.jpg"
"https://www.hepsiemlak.com/izmir-bornova-kizilay-kiralik/daire/0-37195643","8","11.500","15-04-2024","Kiralık Daire","2 +
                        1","106 m²","20
                      Yaşında","Bornova Kızılay Mahallesi Kiralık Daire","Bornova, Kızılay Mahallesi","1. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/6/5/9/1/7/3/PIPRslBRQ2-WC-CJ3ZdxC.jpg","",""
"https://www.hepsiemlak.com/izmir-konak-kahramanlar-kiralik/daire/1066-4911","20","17.000","20-02-2024","Kiralık Daire","2 +
                        1","95 m²","30
                      Yaşında","Kahramanlar Mahallesinde  Fuar Manzaralı 4. Kat 2+1 Kiralık Daire","Konak, Kahramanlar Mahallesi","4. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/6/1/5/3/2/2/4/21a1f218-e961-4b36-8223-ed74df14b8cd.jpg","",""
"https://www.hepsiemlak.com/izmir-torbali-kazim-karabekir-kiralik/daire/105870-842","11","8.000","15-04-2024","Kiralık Daire","1 +
                        1","75 m²","8
                      Yaşında","Çınar Emlak’tan Torbalı Ayrancılar’da Kiralık 2+1 Daire","Torbalı, Kazım Karabekir Mahallesi","3. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/1/0/9/2/2/4/1709296912-9773169-42290103.jpeg","",""
"https://www.hepsiemlak.com/izmir-cesme-celal-bayar-kiralik/villa/65747-1277","35","300.000","23-03-2024","Kiralık Villa","5 +
                        2","300 m²","10
                      Yaşında","(a1277) Şantiye Evlerinde, Plaja 100 M, Özel Havuzlu, 5+2 Villa","Çeşme, Celal Bayar Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/4/1/8/5/5/3/bd3401d6-17d3-408f-b56d-231bd3435be9.jpg","https://www.hepsiemlak.com/emlak-ofisi/ozkanlar-gayrimenkul-danismanligi-65747","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/4/7/5/6/0/6a006b73-dc2c-4c57-bbfe-3336c57ec463.jpg"
"https://www.hepsiemlak.com/izmir-urla-kalabak-kiralik/daire/107888-1316","16","18.500","04-04-2024","Kiralık Daire","3 +
                        1","120 m²","16
                      Yaşında","Urlakalabakta Kiralık 3+1 Daire","Urla, Kalabak Mahallesi","1. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/5/5/5/9/1/4/d4d2b565-36bd-4fd5-ad40-2d62103a3475.jpeg","",""
"https://www.hepsiemlak.com/izmir-buca-yenigun-kiralik/daire/15356-5535","24","13.950","28-02-2024","Kiralık Daire","2 +
                        1","120 m²","23
                      Yaşında","Buca'da Öğrenciye Eşyalı Kiralık 2+1 Site İçi Doğalgazlı Daire","Buca, Yenigün Mahallesi","2. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/5/8/2/6/9/1/4/ae51eabd-2df6-45dc-bd78-6ba490be42bc.jpg","https://www.hepsiemlak.com/emlak-ofisi/turyap-izmir-buca-temsilciligi-15356","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/5/3/5/1/0/dd1d6e78-ba67-4d2e-9977-287eca55e573.jpg"
"https://www.hepsiemlak.com/izmir-seferihisar-ataturk-kiralik/villa/124767-117","21","100.000","15-04-2024","Kiralık Villa","4 +
                        1","200 m²","5
                      Yaşında","Denize 50 Mt Hertür Beyaz Esyası Mobilyası Mevcut Villamız Ayrıntıları İncelemenizi Öneririz","Seferihisar, Atatürk Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/5/2/4/2/1/4/1691397526-176776-41242537.jpeg","",""
"https://www.hepsiemlak.com/izmir-karsiyaka-donanmaci-kiralik/daire/4762-4385","32","9.500","14-03-2024","Kiralık Daire","1 +
                        1","65 m²","36
                      Yaşında","Karşıyaka Çarşı  İskeleye Tramvaya İzbana Yakın Ofise Uygun 1+1 Kiralık Daire","Karşıyaka, Donanmacı Mahallesi","Ara Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/9/1/6/8/1/4/65a6ac3f-2cfb-44c5-87f5-4ac9f7b4921e.jpg","",""
"https://www.hepsiemlak.com/izmir-cesme-musalla-kiralik/daire/104662-563","10","25.000","22-03-2024","Kiralık Daire","2 +
                        1","90 m²","Sıfır Bina","Çeşme Merkezde Kiralık 2+1 Sıfır Daire","Çeşme, Musalla Mahallesi","Bahçe Katı","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/4/0/3/1/2/4/1706641213-008572-42130447.jpeg","https://www.hepsiemlak.com/emlak-ofisi/zehra-zurnaci-gayrimenkul-ve-danismanlik-104662","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/6/6/4/0/1/704f52e2-7d0d-4993-b58a-aa2a9fd5eeae.jpg"
"https://www.hepsiemlak.com/izmir-cesme-sakarya-kiralik/villa/93598-993","30","250.000","09-04-2024","Kiralık Villa","3 +
                        1","200 m²","16
                      Yaşında","Alaçatı Gayrimenkulden Ayayorgi Yakını   Yaz  Sezonu İçin Kiralık Villa","Çeşme, Sakarya Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/5/6/5/1/1/4/7bbac898-96d8-419d-ac68-8ea8fa2c4751.jpeg","https://www.hepsiemlak.com/emlak-ofisi/alacati-gayrimenkul-93598","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/9/5/3/9/0/db8531c2-d7c0-412e-990b-32dad2d6b1dd.jpg"
"https://www.hepsiemlak.com/izmir-urla-icmeler-kiralik/villa/125876-1914","36","65.000","09-02-2024","Kiralık Villa","5 +
                        1","270 m²","27
                      Yaşında","Urla Kuşçular İçmeler’de Site İçinde Havuzlu, Geniş Bahçeli Eşyalı Müstakil 5+1 Villa","Urla, İçmeler Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/1/3/4/5/1/2/4/1707061318-420826-42154311.jpeg","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-4-125876","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/7/8/5/2/1/0342d86e-fbb2-43c5-93c2-fa0deaffdebc.jpg"
"https://www.hepsiemlak.com/izmir-buca-kozagac-kiralik/daire/24511-8737","46","12.000","03-04-2024","Kiralık Daire","2 +
                        1","100 m²","35
                      Yaşında","Kozağaç Mh. 2+1 100 M2 Doğalgazlı Kapalı Mutfak Kiralık Daire","Buca, Kozağaç Mahallesi","3. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/1/8/3/1/2/4/6ffdb86c-da49-468c-a640-161ecb2b7599.jpg","https://www.hepsiemlak.com/emlak-ofisi/turyap-sirinyer-24511","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/1/5/4/2/0/3922f0dd-473c-43e4-b321-1b243510615a.jpg"
"https://www.hepsiemlak.com/izmir-narlidere-2-inonu-kiralik/daire/31220-8883","35","16.500","21-03-2024","Kiralık Daire","3 +
                        1","115 m²","24
                      Yaşında","Kw Kuntker' Den Narlıdere 2. İnönü' De Kiralık 3+1 Daire","Narlıdere, 2. İnönü Mahallesi","Ara Kat","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/7/1/5/3/5/8/2/0b4b59aa-38a1-408a-adb8-4d667df942c8.jpg","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-1-31220/murat-kuntker-2853517","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/2/2/1/3/0/9d5f9d5b-1b38-4d3e-95fa-f8581a33ad55.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-inonu-kiralik/daire/58372-4642","59","30.000","17-03-2024","Kiralık Daire","3 +
                        1","110 m²","11
                      Yaşında","Soyak Siesta 1.Etap Eşyalı Kiralık 3+1 Daire Fulya Tok Tan","Karşıyaka, İnönü Mahallesi","6. Kat","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/7/3/8/5/0/1d7faae5-65d0-4f0c-a7c4-fc02c16b0ffb.jpg","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-plus-58372",""
"https://www.hepsiemlak.com/izmir-bornova-ataturk-kiralik/villa/21865-5060","38","36.500","07-03-2024","Kiralık Villa","4 +
                        1","275 m²","25
                      Yaşında","Aktifler'den Bornova'da Kiralık Konut 4+1 Bahçeli Dublex","Bornova, Atatürk Mahallesi","","","",""
"https://www.hepsiemlak.com/izmir-cesme-universite-kiralik/villa/83337-1476","33","650.000","06-03-2024","Kiralık Villa","3 +
                        1","300 m²","2
                      Yaşında","Sezgin Kartal...Dalyan Marina Plaja Yakın Özel Havuzlu Modern Kiralık Villa","Çeşme, Üniversite Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/4/8/3/6/0/4/2026d65a-d3e5-4645-ba3c-1be2aab33aa6.jpg","",""
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/daire/0-42365293","7","17.000","16-03-2024","Kiralık Daire","2 +
                        1","80 m²","25
                      Yaşında","Bornova Özkanlar Ankara Caddesi Arkası 2+1 Giriş Kat Daire","Bornova, Kazımdirik Mahallesi","Giriş Katı","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/2/5/6/3/2/4/1710574539-868417-42365293.jpeg","",""
"https://www.hepsiemlak.com/izmir-menemen-ataturk-kiralik/daire/0-42355687","7","10.000","14-03-2024","Kiralık Daire","1 +
                        1","65 m²","Sıfır Bina","1+1  Sahibinden Kiralık","Menemen, Atatürk Mahallesi","Ara Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/6/5/5/3/2/4/_pr_ZiVPpBig0DjnYvQx5.jpeg","",""
"https://www.hepsiemlak.com/izmir-menemen-cumhuriyet-kiralik/daire/21001-17589","11","17.000","05-04-2024","Kiralık Daire","1 +
                        1","50 m²","12
                      Yaşında","Cumhuriyet Kiralık Eşyalı1+1 Sitede Bahçekatı Doğalgaz Çiğliserkan","Menemen, Cumhuriyet Mahallesi","Bahçe Katı","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/3/2/2/6/4/2/4/01c30d99-2685-4177-a3de-752cfc752c9c.jpg","",""
"https://www.hepsiemlak.com/izmir-buca-yaylacik-kiralik/daire/51456-6874","17","10.000","02-03-2024","Kiralık Daire","2 +
                        1","110 m²","20
                      Yaşında","Buca Şirinkapı Bahçeli 2+1 Kiralık Daire","Buca, Yaylacık Mahallesi","Zemin","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/9/5/9/2/2/4/1709393440597-42295953.jpg","",""
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/36744-4414","25","780.000","20-03-2024","Kiralık Villa","4 +
                        1","130 m²","9
                      Yaşında","Alaçatı'da Sezonluk Kiralık Havuzlu  4+1 Müstakil Lüks Villa","Çeşme, Alaçatı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/0/8/5/4/8/4/0/3/64a010d2-01da-4a88-a798-07822c50cbde.jpg","https://www.hepsiemlak.com/emlak-ofisi/arda-gayrimenkul-yatirim-danismanligi-36744","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/4/7/6/3/0/877a05ac-81bf-4041-917d-b7308f59f87f.jpg"
"https://www.hepsiemlak.com/izmir-buca-kurucesme-kiralik/daire/142618-26","22","11.500","09-03-2024","Kiralık Daire","1 +
                        1","55 m²","3
                      Yaşında","Goldia Yapı’dan Kampüs Karşısı Kiralık Full Eşyalı 1+1 Daire","Buca, Kuruçeşme Mahallesi","1. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/2/3/9/2/2/4/1709367884-5718951-42293203.jpeg","",""
"https://www.hepsiemlak.com/izmir-foca-yenibagarasi-kiralik/daire/141619-40","35","14.500","13-04-2024","Kiralık Daire","2 +
                        1","80 m²","Sıfır Bina","Yenibağarası Sıfır Binada Kiralık 2+1 Daire","Foça, Yenibağarası Mahallesi","2. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/8/3/7/1/2/4/b2fa6a34-9e33-4b1e-9c7f-91a1caae8214.jpg","https://www.hepsiemlak.com/emlak-ofisi/startkey-1872-gayrimenkul-141619","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/1/6/1/4/1/2040b5a6-c4ac-4ce3-b35b-969f7f261962.jpg"
"https://www.hepsiemlak.com/izmir-konak-halkapinar-kiralik/daire/2195-3236","35","35.000","22-03-2024","Kiralık Daire","2 +
                        1","94 m²","1
                      Yaşında","Folkart Vega'da Havuz Ve Peysaj Manzaralı Kiralık 2+1 Daire","Konak, Halkapınar Mahallesi","1. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/8/5/7/0/2/4/dff6dc95-405d-4799-a2a5-4729184c32ef.jpeg","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-nova-2195","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/9/1/2/0/0/7934a40e-6b7b-4993-8308-b10f6b6e8f3d.jpg"
"https://www.hepsiemlak.com/izmir-menemen-85-yil-cumhuriyet-kiralik/daire/21024-10797","18","11.000","25-03-2024","Kiralık Daire","1 +
                        1","60 m²","2
                      Yaşında","Seyrek'te Full Eşyalı 1+1 Daire","Menemen, 85. Yıl Cumhuriyet Mahallesi","2. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/4/1/0/8/1/4/14d9696b-8316-4d74-969a-94596ce1beff.jpeg","https://www.hepsiemlak.com/emlak-ofisi/turyap-atasehir-fil-21024","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/2/0/1/2/0/df7055bd-f19c-4419-b22a-f3323ea09313.jpg"
"https://www.hepsiemlak.com/izmir-bornova-kazimdirik-kiralik/daire/21915-11180","16","20.000","26-03-2024","Kiralık Daire","1 +
                        1","43 m²","Sıfır Bina","Park Yaşam Bornova 1+1 Kiralık Daire","Bornova, Kazımdirik Mahallesi","4. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/6/0/0/4/3/2/4/2448fd80-a242-4f17-8bd4-56a1d4a57d5f.jpeg","https://www.hepsiemlak.com/emlak-ofisi/fctu-21915","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/1/9/1/2/0/975f10a4-a45a-403a-a078-04bc3a2f88c3.jpg"
"https://www.hepsiemlak.com/izmir-bornova-ataturk-kiralik/daire/35475-6647","8","13.000","07-04-2024","Kiralık Daire","2 +
                        1","110 m²","25
                      Yaşında","Bornova Atatürk Mah.'de Şehir Hastanesi Toplu Ulaşımı Mevcut 2+1","Bornova, Atatürk Mahallesi","1. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/0/2/7/4/2/4/9b57e41c-7090-4a7e-b174-53077721f2b1.jpg","https://www.hepsiemlak.com/emlak-ofisi/turyap-bayrakli-manavkuyu-temsilciligi-35475","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/7/4/5/3/0/f43ce2fb-220f-453d-b636-8ad553533560.jpg"
"https://www.hepsiemlak.com/izmir-buca-aydogdu-kiralik/daire/2499-10697","28","30.000","19-03-2024","Kiralık Daire","3 +
                        1","148 m²","5
                      Yaşında","Remax Model Den Oyak Buca 2.Etap Konutlarında Kiralık","Buca, Aydoğdu Mahallesi","2. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/3/8/3/5/9/1/4/cf26a97a-72a1-4cd3-8c3d-c2f7bf5d544d.jpeg","https://www.hepsiemlak.com/emlak-ofisi/remax-model-2499","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/9/4/2/0/0/f5c7bc72-69e6-483e-ac20-2278c82a8850.jpg"
"https://www.hepsiemlak.com/izmir-bornova-barbaros-kiralik/daire/112706-6762","24","15.000","01-04-2024","Kiralık Daire","2 +
                        1","110 m²","30
                      Yaşında","Çamdibi Barbaros Mahallesinde 2+1 Doğalgazli Kiralık Daire","Bornova, Barbaros Mahallesi","4. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/5/9/4/4/4/2/4/1712001949101-42444954.jpg","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-2-112706","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/0/7/2/1/1/c680c5a7-a39c-4217-b732-2444ffd214a5.jpg"
"https://www.hepsiemlak.com/izmir-karabaglar-tahsin-yazici-kiralik/daire/120563-1333","25","13.500","31-03-2024","Kiralık Daire","2 +
                        1","100 m²","16
                      Yaşında","Tahsin Yazıcı Mahallesi'nde Deniz Manzaralı Kiralık 2+1 Daire","Karabağlar, Tahsin Yazıcı Mahallesi","1. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/6/8/9/4/8/1/4/7feb04c1-fbd5-424e-90e0-ccae66387659.jpeg","",""
"https://www.hepsiemlak.com/izmir-menderes-kemalpasa-kiralik/villa/128479-2656","25","40.000","21-03-2024","Kiralık Villa","4 +
                        1","180 m²","Sıfır Bina","Kemalpaşada Merkezi Konumda Her Yere Yakın  4+1 Villa","Menderes, Kemalpaşa Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/5/5/6/0/1/4/a8f6a350-d99a-4afe-a09a-491655c8acfb.jpg","https://www.hepsiemlak.com/emlak-ofisi/ogretmen-emlak-menderes-128479","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/7/4/8/2/1/8629e5a1-155b-41e6-a981-8021ed8726ba.jpg"
"https://www.hepsiemlak.com/izmir-tire-kurtulus-kiralik/daire/142724-5","8","8.000","28-02-2024","Kiralık Daire","2 +
                        1","90 m²","25
                      Yaşında","My Home Gayrimenkul’den Kurtuluş Mah. Kiralık 2+1 Daire","Tire, Kurtuluş Mahallesi","2. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/3/0/7/6/2/2/4/1708950045-1311688-42267035.jpeg","https://www.hepsiemlak.com/emlak-ofisi/my-home-gayrimenkul-142724","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/2/7/2/4/1/a5ffa2ee-7bed-48e5-a202-0a649a07b5a1.jpg"
"https://www.hepsiemlak.com/izmir-bornova-inonu-kiralik/daire/135395-194","8","18.000","16-02-2024","Kiralık Daire","3 +
                        1","120 m²","25
                      Yaşında","Bornova İnönü Mahallesi Maviş Emlak Tan Eşyalı Kiralık Daire","Bornova, İnönü Mahallesi","Giriş Katı","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/9/6/5/1/2/2/4/1708079173-433222-42215690.jpeg","",""
"https://www.hepsiemlak.com/izmir-cigli-kucuk-cigli-kiralik/daire/126615-22","8","12.000","29-03-2024","Kiralık Daire","2 +
                        1","67 m²","4
                      Yaşında","İzmir Çiğli Merkez'inde Kiralık 2+1 Daire","Çiğli, Küçük Çiğli Mahallesi","En Üst Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/9/9/5/6/1/4/1697723732332-41659976.jpg","",""
"https://www.hepsiemlak.com/izmir-gaziemir-aktepe-kiralik/daire/90115-523","25","8.000","12-04-2024","Kiralık Daire","2 +
                        1","80 m²","31
                      Yaşında","Aktepede 2+1 Kiralık Daire","Gaziemir, Aktepe Mahallesi","2. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/5/6/4/3/2/4/82143aee-6f52-4ba8-8a83-354d8fc1eb40.jpeg","https://www.hepsiemlak.com/emlak-ofisi/turyap-gaziemir-temsilciligi-90115","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/1/1/0/9/0/8053d30c-6918-4c8f-a821-1b141378aad0.jpg"
"https://www.hepsiemlak.com/izmir-foca-mustafa-kemal-ataturk-kiralik/daire/122172-313","20","15.000","17-02-2024","Kiralık Daire","2 +
                        1","80 m²","5
                      Yaşında","Kiralik Dogalgazli Daire","Foça, Mustafa Kemal Atatürk Mahallesi","En Üst Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/5/9/1/4/1/4/1694051300793-41419528.jpg","",""
"https://www.hepsiemlak.com/izmir-buca-ataturk-kiralik/daire/71024-681","38","10.000","15-03-2024","Kiralık Daire","1 +
                        1","60 m²","4
                      Yaşında","Marka Dan 1+1 Eşyalı Klimalı Atatürk Mahallesinde Kiralık Daire","Buca, Atatürk Mahallesi","Ara Kat","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/2/0/1/7/0/7dda055d-5082-46bd-ad38-896553f4ebda.jpg","https://www.hepsiemlak.com/emlak-ofisi/marka-gayrimenkul-71024",""
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/yazlik/65747-1275","41","200.000","16-03-2024","Kiralık Yazlık","3 +
                        1","120 m²","5
                      Yaşında","(a1275) Büyük Macrocenter Mevkii, Havuzlu Site, Geniş Yeşil Alan","Çeşme, Alaçatı Mahallesi","Villa Katı","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/4/7/5/6/0/6a006b73-dc2c-4c57-bbfe-3336c57ec463.jpg","https://www.hepsiemlak.com/emlak-ofisi/ozkanlar-gayrimenkul-danismanligi-65747",""
"https://www.hepsiemlak.com/izmir-buca-kurucesme-kiralik/daire/109159-70","12","10.000","01-04-2024","Kiralık Daire","1 +
                        1","60 m²","5
                      Yaşında","Safir'den Sıfır Doğal Gazlı 1+1 Kiralık Daire","Buca, Kuruçeşme Mahallesi","1. Kat","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/5/1/9/0/1/7c84690d-8342-4679-a6d5-900f4d139a48.jpg","https://www.hepsiemlak.com/emlak-ofisi/safir-gayrimenkul-ve-yatirim-danismanligi-109159",""
"https://www.hepsiemlak.com/izmir-narlidere-yenikale-kiralik/daire/72149-413","2","35.000","21-02-2024","Kiralık Daire","3 +
                        1","115 m²","11
                      Yaşında","Narlıdere Y.Kale Mah. Deniz Manzaralı , Termalli Full Eşyalı 3+1","Narlıdere, Yenikale Mahallesi","1. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/0/7/3/1/2/4/99320ffb-36f9-41fe-8c91-0c6f6154e534.jpeg","",""
"https://www.hepsiemlak.com/izmir-buca-goksu-kiralik/daire/0-42263527","6","10.000","26-02-2024","Kiralık Daire","2 +
                        1","95 m²","25
                      Yaşında","Buca Göksu'da Kiralık Daire","Buca, Göksu Mahallesi","1. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/5/3/6/2/2/4/1708887205264-42263527.jpg","",""
"https://www.hepsiemlak.com/izmir-buca-akincilar-kiralik/daire/133137-354","8","10.000","01-04-2024","Kiralık Daire","1 +
                        1","50 m²","20
                      Yaşında","Buca Akıncılar Mahallesinde Full Tadilatlı 1+1 Kiralık Daire","Buca, Akıncılar Mahallesi","Yüksek Giriş","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/7/1/2/8/1/4/2150e219-1fef-4009-98d2-5f0c6967f629.jpg","",""
"https://www.hepsiemlak.com/izmir-cigli-balatcik-kiralik/daire/31745-20845","20","14.500","12-03-2024","Kiralık Daire","1 +
                        1","46 m²","4
                      Yaşında","Site Uzmanı Aytuğ Türkeköle'den La Bonita Suit'te 1+1","Çiğli, Balatçık Mahallesi","7. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/9/1/4/3/2/4/816f14e5-c726-4224-ac1f-e0ffe9fa0521.jpg","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-5-31745","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/4/7/1/3/0/6718b45f-7eab-4495-a6ae-e40f674f4b91.jpg"
"https://www.hepsiemlak.com/izmir-konak-alsancak-kiralik/daire/1066-4910","18","22.000","29-03-2024","Kiralık Daire","1 +
                        1","75 m²","30
                      Yaşında","Alsancak'ta 1+1 Full Eşyalı Kiralık Daire","Konak, Alsancak Mahallesi","1. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/1/5/3/2/2/4/b738bdf1-dc86-4f1f-91bb-95d6a082b7dd.jpg","",""
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/27072-2114","1","50.000","30-01-2024","Kiralık Villa","2 +
                        1","250 m²","20
                      Yaşında","Çesme Ilıca Ardıç Mevkinde","Çeşme, Alaçatı Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/3/4/3/7/4/1/4/1694854920399-41473435.jpg","",""
"https://www.hepsiemlak.com/izmir-cesme-dalyan-kiralik/villa/93598-500","30","400.000","05-04-2024","Kiralık Villa","4 +
                        2","250 m²","5
                      Yaşında","Alaçatı Gayrimenkulden Çeşme Dalyanköy'de Marina Ve Plaja Yakın  Kiralık Havuzlu Villa.","Çeşme, Dalyan Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/8/4/0/8/1/9/4/3/d44117ef-f814-4d5a-992c-3dd0564574e0.jpg","https://www.hepsiemlak.com/emlak-ofisi/alacati-gayrimenkul-93598","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/9/5/3/9/0/db8531c2-d7c0-412e-990b-32dad2d6b1dd.jpg"
"https://www.hepsiemlak.com/izmir-buca-akincilar-kiralik/daire/15356-5604","23","11.500","15-03-2024","Kiralık Daire","3 +
                        1","140 m²","28
                      Yaşında","Turyap Buca'dan 130 M2 3+1 Kiralık Daire","Buca, Akıncılar Mahallesi","3. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/2/2/6/3/2/4/5a691e81-fcee-4209-bdef-3538816e9dac.jpg","https://www.hepsiemlak.com/emlak-ofisi/turyap-izmir-buca-temsilciligi-15356","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/5/3/5/1/0/dd1d6e78-ba67-4d2e-9977-287eca55e573.jpg"
"https://www.hepsiemlak.com/izmir-foca-yenibagarasi-kiralik/daire/141719-66","19","12.000","22-03-2024","Kiralık Daire","3 +
                        1","120 m²","5
                      Yaşında","Yenibağarasın'da 3+1 Kiralık Daire","Foça, Yenibağarası Mahallesi","2. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/0/2/1/5/2/2/4/a2bd222f-b095-4602-95a1-a7894671f4a2.jpeg","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-nokta-141719","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/1/7/1/4/1/4e138365-5a80-447a-b590-5e99a07bfd51.jpg"
"https://www.hepsiemlak.com/izmir-karsiyaka-inonu-kiralik/daire/119895-2229","42","40.000","10-02-2024","Kiralık Daire","3 +
                        1","173 m²","10
                      Yaşında","Karşıyaka Kaya Prestige 'de Kiralık Deniz Mnz. 3,5+1","Karşıyaka, İnönü Mahallesi","3. Kat","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/1/5/8/1/2/4/1707569366-6193252-42185183.jpeg","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-3-119895","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/9/8/9/1/1/96681a8d-acf4-4d1c-b71b-06316dd8f3d1.jpg"
